날짜,시가,고가,저가,종가,거래량,등락률
2024-03-04,12000,12730,11750,12100,1312876,0.0827129859387924
2024-03-05,12160,12850,11680,12100,2930372,0.0
2024-03-06,12530,13040,12230,12400,3045161,2.479338842975207
2024-03-07,12280,12890,11980,12360,2905436,-0.3225806451612903
2024-03-08,12360,12660,12010,12030,1232557,-2.669902912621359
2024-03-11,12130,12530,11880,11890,1203748,-1.1637572734829593
2024-03-12,11880,11880,11540,11680,528774,-1.7661900756938604
2024-03-13,11640,15030,11630,14460,21460538,23.8013698630137
2024-03-14,14300,15180,13800,13800,9209754,-4.564315352697095
2024-03-15,13840,14170,12190,12400,4020504,-10.144927536231885
2024-03-18,12400,12470,12050,12160,866520,-1.935483870967742
2024-03-19,12170,14100,12170,12810,15261528,5.345394736842105
2024-03-20,12860,13320,12420,12700,2594737,-0.858704137392662
2024-03-21,12530,12840,12460,12670,1479098,-0.23622047244094488
2024-03-22,12860,12960,12480,12500,1277380,-1.3417521704814523
2024-03-25,12430,12600,12240,12470,720129,-0.24
2024-03-26,12450,12770,12230,12590,1228267,0.9623095429029671
2024-03-27,12670,13840,12530,12530,7042248,-0.47656870532168394
2024-03-28,12590,12920,12310,12400,1126011,-1.0375099760574622
2024-03-29,12470,12890,12360,12400,1190706,0.0
