,시가,고가,저가,종가,거래량,거래대금,상장시가총액,날짜,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,1706.07,1718.33,1701.89,1712.58,12801745,1175770099106,869535231971400,2017-01-02,,,,,,,
1,1720.98,1732.7,1715.5,1732.59,22547296,1891985868362,879494671303900,2017-01-03,,,,,,,
2,1733.85,1733.92,1729.2,1733.08,22112539,1918329714997,879701660637450,2017-01-04,,,,,,,
3,1730.19,1730.61,1718.52,1720.63,31890872,2280933701459,874404620349600,2017-01-05,,,,,,,
4,1730.19,1733.43,1726.45,1730.33,20973318,1676089941994,878490139861700,2017-01-06,,,,,,,
5,1735.25,1745.76,1733.38,1739.9,23549531,2021462852000,882193433027550,2017-01-09,,,,,,,
6,1736.68,1741.56,1735.15,1740.92,21070020,1710053654760,881608480850050,2017-01-10,,,,,,,
7,1745.3,1778.81,1745.19,1772.89,26901390,2477376462547,897275034569150,2017-01-11,,,,,,,
8,1774.38,1785.78,1771.74,1785.78,24735260,2236091896438,903597368375900,2017-01-12,,,,,,,
9,1772.84,1774.63,1765.64,1766.89,20822831,2116837533368,895605250739000,2017-01-13,,,,,,,
10,1763.89,1771.91,1748.74,1754.7,24638892,2170159963049,889795559198300,2017-01-16,,,,,,,
11,1757.51,1771.77,1755.2,1762.97,19327502,1703449091959,894676278071600,2017-01-17,,,,,,,
12,1764.87,1767.7,1748.5,1759.36,20934259,1795970658873,892405881068300,2017-01-18,,,,,,,
13,1777.44,1781.33,1757.67,1768.25,19993191,2085418154849,896251841814300,2017-01-19,,,,,,,
14,1758.42,1765.12,1756.04,1759.34,17332559,1744049143416,892253974248050,2017-01-20,,60.261194682757036,,,,,
15,1760.6,1767.85,1752.13,1765.34,20767166,1785372944705,894100034677250,2017-01-23,,62.67894478709101,,,,,
16,1770.65,1774.65,1760.45,1768.29,21437716,2001753655408,895813691711200,2017-01-24,,63.84370356335204,,,,,
17,1777.93,1783.56,1772.86,1781.04,26321942,2341373486597,900841118919600,2017-01-25,,68.42969930909621,,,,,
18,1787.12,1801.77,1783.81,1797.36,26274713,2590275468620,908127383197900,2017-01-26,,73.12803264165767,,,,,
19,1790.91,1793.98,1779.1,1779.1,26092404,2655212611382,898847066273400,2017-01-31,1756.5669999999998,62.0086063602757,1711.9086179872133,1756.5669999999998,1801.2253820127862,5.0847342586746125,0.7522818671929108
20,1785.96,1790.53,1783.34,1786.09,24194013,2319649877407,902460708649900,2017-02-01,1760.2424999999998,64.24959930794118,1718.677079816872,1760.2424999999998,1801.8079201831276,4.72269249073668,0.8109255227797755
21,1788.01,1798.02,1776.22,1779.75,27387230,2705503613250,898731176920100,2017-02-02,1762.6005,60.74939048536161,1722.244337409883,1762.6005,1802.956662590117,4.579161595621588,0.7124768424364485
22,1783.74,1786.62,1773.24,1783.65,26280351,2480275731879,900605128677800,2017-02-03,1765.1290000000001,62.11659222667722,1726.175554504127,1765.1290000000001,1804.0824454958733,4.413665572983414,0.7377325004788358
23,1795.02,1797.5,1780.26,1785.59,23722473,1964244849147,901231929794600,2017-02-06,1768.377,62.81054170928418,1734.2761025924544,1768.377,1802.4778974075455,3.856745185845045,0.7523833873678533
24,1786.29,1786.3,1777.67,1779.46,21319586,2219191520864,898575468948100,2017-02-07,1770.8335,59.12506335640216,1741.2736391918036,1770.8335,1800.3933608081963,3.3385251417704027,0.6459157750432998
25,1775.99,1776.06,1756.37,1769.69,25658738,2560259667645,893327248813100,2017-02-08,1772.3229999999999,53.715301855733266,1746.3654160600424,1772.3229999999999,1798.2805839399573,2.9292159431387432,0.4492826449855616
26,1771.94,1777.29,1765.49,1767.25,28322222,2491758953017,892128921441200,2017-02-09,1773.6395,52.42519263090519,1751.8500333016173,1773.6395,1795.4289666983827,2.4570344422733865,0.3533809916404645
27,1775.4,1779.55,1769.45,1770.69,29811013,2539863570169,894724569913600,2017-02-10,1773.5295,54.09899416668362,1751.7038266083282,1773.5295,1795.355173391672,2.4612698454321618,0.43495046065603815
28,1767.11,1768.38,1762.95,1768.0,22795363,2014635479906,893968581543350,2017-02-13,1772.6405000000002,52.5422609183979,1751.4438290585542,1772.6405000000002,1793.8371709414462,2.3915363483397756,0.390537056200495
29,1766.09,1773.44,1753.7,1759.47,26672580,2363644435120,890353147745050,2017-02-14,1772.2694999999999,47.841075510809056,1750.4331299033024,1772.2694999999999,1794.1058700966973,2.4642268116330466,0.20692244307730315
30,1756.79,1769.41,1752.85,1764.02,30746308,2410742294495,892861974360450,2017-02-15,1772.7355,50.3908817502907,1752.0514042015384,1772.7355,1793.4195957984616,2.3335794650089214,0.2893188059821247
31,1768.9,1776.12,1763.8,1769.14,26222276,2242240376368,894556837125200,2017-02-16,1773.0439999999999,53.16540620692095,1752.7717614457617,1773.0439999999999,1793.316238554238,2.286715789821136,0.40371068321945147
32,1758.46,1769.5,1758.46,1768.35,23738418,2769630085343,893374785159750,2017-02-17,1773.4934999999998,52.675874733312476,1754.07413309477,1773.4934999999998,1792.9128669052295,2.1899563663728916,0.36756777331873935
33,1773.1,1780.06,1769.27,1779.25,18330048,1654490633992,898124331553100,2017-02-20,1774.0434999999998,58.37132611790283,1754.6262290537538,1774.0434999999998,1793.4607709462457,2.189041130755355,0.6340687889254293
34,1779.9,1802.79,1777.95,1794.11,18969156,1928740001514,905634345460650,2017-02-21,1775.782,64.62235454597048,1755.726198245896,1775.782,1795.8378017541038,2.2588134978396974,0.956925138788073
35,1797.46,1801.53,1793.58,1799.28,19600142,2167974566931,907587029377300,2017-02-22,1777.4789999999998,66.50675229215537,1755.585163515731,1777.4789999999998,1799.3728364842686,2.4634706215115716,0.9978798488712707
36,1796.12,1800.35,1793.22,1798.14,21012409,2228190546343,907128911739800,2017-02-23,1778.9715,65.6760419561511,1755.756899184998,1778.9715,1802.1861008150022,2.6098901320231476,0.9128543960922352
37,1795.48,1796.61,1772.93,1776.95,28846928,2670764013431,898527321736050,2017-02-24,1778.7670000000003,52.53951111768264,1755.5568305908835,1778.7670000000003,1801.977169409117,2.609691928073414,0.4608576747551328
38,1775.13,1776.8,1763.97,1765.13,28098686,2246320683818,893226770159350,2017-02-27,1777.1555,46.90375102897475,1754.8759609787387,1777.1555,1799.4350390212614,2.5073257822696293,0.2301223335787148
39,1767.33,1779.43,1766.37,1774.97,27923748,2689567047987,897523471841350,2017-02-28,1776.949,51.56192447236603,1754.6688214549365,1776.949,1799.2291785450636,2.5076891396504415,0.45558832717616365
40,1789.01,1802.34,1787.73,1799.24,36953766,3716411309708,907159171834800,2017-03-02,1777.6064999999999,60.71621174144244,1753.5785310679428,1777.6064999999999,1801.634468932057,2.703406961220843,0.9501732972348247
41,1788.28,1792.13,1773.04,1780.59,25532415,2795185082162,896557243995900,2017-03-03,1777.6485,52.504594323920976,1753.602760855613,1777.6485,1801.694239144387,2.705342382859938,0.5611646824898403
42,1776.3,1789.45,1771.35,1787.3,24755260,2568128983472,899027159984000,2017-03-06,1777.8309999999997,54.869545167547024,1753.5515635156019,1777.8309999999997,1802.1104364843975,2.7313548345593954,0.6950004071570018
43,1784.88,1797.9,1782.75,1793.81,21382907,2002180475163,902880920190100,2017-03-07,1778.2420000000002,57.101355276650274,1753.1852519268782,1778.2420000000002,1803.2987480731222,2.818148269259412,0.8106548374627139
44,1792.75,1804.71,1792.66,1798.43,26277593,2446130104516,904726184147700,2017-03-08,1779.1905000000002,58.66365818111306,1752.6300711819276,1779.1905000000002,1805.7509288180727,2.9856756562124764,0.8621835349832297
45,1802.12,1803.77,1794.82,1795.31,24075507,2449062037269,903330979018200,2017-03-09,1780.4715,57.14997490018913,1753.401067956904,1780.4715,1807.5419320430963,3.0408161032733365,0.7740720941648979
46,1791.15,1803.58,1786.12,1799.74,23717788,2267128066215,905460814624700,2017-03-10,1782.096,58.77644156159791,1754.4998825919317,1782.096,1809.6921174080683,3.097040497040369,0.8196826520755677
47,1804.98,1829.18,1803.73,1823.11,28221465,2288402153744,916595681780450,2017-03-13,1784.7169999999999,66.08906927874489,1752.3986243601278,1784.7169999999999,1817.035375639872,3.621680707907428,1.0939809665531812
48,1832.92,1846.87,1831.36,1845.05,32888966,2856202782571,928248531591650,2017-03-14,1788.5695,71.24597535419039,1747.8603740084013,1788.5695,1829.2786259915988,4.552143597617955,1.1937080890861662
49,1836.73,1846.73,1836.73,1846.38,25843577,2369299283013,929046699219750,2017-03-15,1792.9149999999997,71.52863093456202,1747.2997168155246,1792.9149999999997,1838.530283184475,5.088393279600559,1.0860426184770107
50,1867.8,1870.01,1853.93,1859.34,29350453,2660752068416,935290600580650,2017-03-16,1797.681,74.19099936886474,1745.6678578530402,1797.681,1849.6941421469598,5.786693206076029,1.0927251984295268
51,1857.79,1871.52,1854.85,1871.39,34850678,2835679360485,942205921508200,2017-03-17,1802.7935000000002,76.40066378005783,1743.4259842106408,1802.7935000000002,1862.1610157893597,6.5861692744465135,1.0777275593220506
52,1865.05,1865.26,1858.84,1864.28,23745106,2195420489792,938813580974850,2017-03-20,1807.5900000000001,72.45869760345866,1744.730447981235,1807.5900000000001,1870.4495520187652,6.955067467596638,0.9509258989236555
53,1868.8,1892.92,1868.51,1889.12,32313249,3295755612666,951112647709350,2017-03-21,1813.0835,76.93600550559933,1742.377021011156,1813.0835,1883.7899789888438,7.799583305329716,1.037691178286484
54,1867.3,1881.49,1865.43,1881.42,36055377,3205998236729,947572949464650,2017-03-22,1817.449,72.97564909744472,1741.3888099134651,1817.449,1893.509190086535,8.369994435776182,0.9205287938882295
55,1885.01,1890.9,1877.44,1878.27,28854847,2808385112781,946906021074700,2017-03-23,1821.3985,71.35738982163485,1741.4199115465908,1821.3985,1901.3770884534092,8.782107644582908,0.8555420338102737
56,1875.25,1885.56,1866.08,1870.82,27489212,2714025245349,942062734566000,2017-03-24,1825.0325,67.54253597922656,1743.0321575921796,1825.0325,1907.0328424078205,8.986178866164895,0.7791909073518278
57,1861.69,1867.59,1856.05,1856.7,28024748,2617699560207,935342207969250,2017-03-27,1829.02,60.89744229849049,1749.028523704086,1829.02,1909.011476295914,8.746921990564786,0.6730184344742114
58,1867.08,1869.54,1856.07,1860.78,23083809,2224800136630,937637458560350,2017-03-28,1833.8025000000002,62.0590048774056,1758.3538409330574,1833.8025000000002,1909.251159066943,8.228657019165674,0.6787805133558675
59,1869.46,1871.39,1863.87,1866.96,28462629,2943613897899,940187179869700,2017-03-29,1838.402,63.81251717904813,1766.7395279243049,1838.402,1910.0644720756952,7.796169942775864,0.6992535226096787
