rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,446058406735,제 1 기,438322896156,1,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,46059080773,제 1 기,79257821592,2,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기,150972646883,제 1 기,184669279665,3,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기,5726939782,제 1 기,3015347825,4,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기,115789568296,제 1 기,46085921955,5,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기,127510171001,제 1 기,125294525119,6,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,1617458091499,제 1 기,1214926483116,7,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 2 기,4947322294,제 1 기,4710258452,8,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기,1448333094443,제 1 기,1117555202137,9,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기,73072331903,제 1 기,74144821677,10,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자,-,제 2 기,10737638205,제 1 기,6691571371,11,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기,73868500669,제 1 기,2648654952,12,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기,1990886026,제 1 기,877899278,13,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기,4508317959,제 1 기,8298075249,14,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,2063516498234,제 1 기,1653249379272,15,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,431320455217,제 1 기,685979239465,17,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타채무,-,제 2 기,219881693604,제 1 기,275675409413,18,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_ShorttermBorrowings,차입금,-,제 2 기,185915655777,제 1 기,399745562796,19,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타금융부채,-,제 2 기,1193029121,제 1 기,,20,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 2 기,20442749505,제 1 기,6388339437,21,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기,3887327210,제 1 기,4169927819,22,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기,1177487603095,제 1 기,600021899137,23,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타채무,-,제 2 기,12518989095,제 1 기,12054878779,24,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 2 기,1155850180753,제 1 기,582939999868,25,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_PostemploymentBenefitObligations,순확정급여부채,-,제 2 기,,제 1 기,1510207937,26,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기,2867617709,제 1 기,1652556809,27,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 2 기,4668452728,제 1 기,,28,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 2 기,1582362810,제 1 기,1864255744,29,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기,1608808058312,제 1 기,1286001138602,30,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주지분,-,제 2 기,454708439922,제 1 기,367248240670,32,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,15950630000,제 1 기,15950630000,33,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 2 기,327697938702,제 1 기,327697938702,34,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기,98174854969,제 1 기,18284191681,35,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기,12885016251,제 1 기,5315480287,36,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 2 기,0,제 1 기,0,37,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기,454708439922,제 1 기,367248240670,38,KRW,,연결,,,
20200330004578,11011,2019,01316236,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기,2063516498234,제 1 기,1653249379272,39,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_Revenue,매출액,-,제 2 기,1812470395896,제 1 기,1116772144102,0,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_CostOfSales,매출원가,-,제 2 기,1568884840997,제 1 기,1002169250785,1,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 2 기,243585554899,제 1 기,114602893317,2,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 2 기,68705193390,제 1 기,36041843460,3,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,-표준계정코드 미사용-,연구개발비,-,제 2 기,20993052234,제 1 기,13566269569,4,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,dart_OperatingIncomeLoss,영업이익,-,제 2 기,153887309275,제 1 기,64994780288,5,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,dart_OtherGains,기타수익,-,제 2 기,3973011293,제 1 기,2963332933,6,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,dart_OtherLosses,기타비용,-,제 2 기,6312312023,제 1 기,4468896853,7,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 2 기,43762300670,제 1 기,20903537062,8,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_FinanceCosts,금융비용,-,제 2 기,89349315217,제 1 기,50024107392,9,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,-표준계정코드 미사용-,관계기업손익,-,제 2 기,4052766909,제 1 기,-6950682719,10,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,-,제 2 기,110013760907,제 1 기,27417963319,11,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,-,제 2 기,22190312628,제 1 기,7023102648,12,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_ProfitLoss,당기순이익,-,제 2 기,87823448279,제 1 기,20394860671,13,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의 소유주지분,-,제 2 기,87823448279,제 1 기,20394860671,15,KRW,,연결,,,
20200330004578,11011,2019,01316236,IS,손익계산서,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,-,제 2 기,0,제 1 기,0,16,KRW,,연결,,,
