rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 43 기 반기말,1841392765161,제 42 기말,1664779334525,7,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 43 기 반기말,1109193632212,제 42 기말,955819144601,8,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_CurrentFirmCommitmentAsset,계약자산,-,제 43 기 반기말,23888198126,제 42 기말,48145604192,9,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,-표준계정코드 미사용-,당기손익-공정가치측정금융자산,-,제 43 기 반기말,31951138820,제 42 기말,30608613106,10,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,-표준계정코드 미사용-,기타금융자산,-,제 43 기 반기말,6242045700,제 42 기말,196674600,11,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 43 기 반기말,135576278715,제 42 기말,130945723797,12,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 43 기 반기말,1213231022,제 42 기말,1664264884,13,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 43 기 반기말,244223693718,제 42 기말,191327509988,14,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 43 기 반기말,30875034069,제 42 기말,10402524750,15,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 43 기 반기말,338879080379,제 42 기말,326534201225,16,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 43 기 반기말,296344931663,제 42 기말,215994028059,17,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 43 기 반기말,732199132949,제 42 기말,708960189924,18,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_GoodwillGross,영업권,-,제 43 기 반기말,24053094262,제 42 기말,24053094262,19,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 43 기 반기말,162212145,제 42 기말,1159540945,20,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 43 기 반기말,4175971914,제 42 기말,6216234706,21,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_OtherIntangibleAssetsGross,기타무형자산,-,제 43 기 반기말,11509864564,제 42 기말,8516359236,22,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 43 기 반기말,5884089735,제 42 기말,5474536334,23,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 43 기 반기말,112424400254,제 42 기말,101707206295,24,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자,-,제 43 기 반기말,24535526290,제 42 기말,24901253037,25,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치측정 금융자산,-,제 43 기 반기말,9601968300,제 42 기말,7993501938,26,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 측정 금융자산,-,제 43 기 반기말,1178469013,제 42 기말,1265772003,27,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 43 기 반기말,2187468766,제 42 기말,1453513301,28,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 43 기 반기말,4378022874,제 42 기말,5774919168,29,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 43 기 반기말,525828128965,제 42 기말,515092148707,30,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 43 기 반기말,6279915867,제 42 기말,5352109992,31,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 43 기 반기말,1033441019091,제 42 기말,940563473807,33,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 43 기 반기말,460339942604,제 42 기말,451538888508,34,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_CapitalSurplus,기타불입자본,-,제 43 기 반기말,142386547878,제 42 기말,145160008611,35,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 43 기 반기말,-2082555458,제 42 기말,-2385758581,36,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 43 기 반기말,49852615000,제 42 기말,49852615000,37,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 43 기 반기말,270183335184,제 42 기말,258912023478,38,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 43 기 반기말,573101076487,제 42 기말,489024585299,39,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 43 기 반기말,1841392765161,제 42 기말,1664779334525,40,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 43 기 반기말,624202732993,제 42 기말,505448276484,42,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_CurrentFirmCommitmentLiabilities,계약부채,-,제 43 기 반기말,2902331795,제 42 기말,5556536876,43,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,dart_CurrentPortionOfBonds,유동성사채,-,제 43 기 반기말,30000000000,제 42 기말,30945600000,44,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,-표준계정코드 미사용-,당기손익-공정가치측정 금융부채,-,제 43 기 반기말,14642986607,제 42 기말,6204212835,45,KRW,,,,,연결
20240813001407,11012,2024,00146649,BS,재무상태표,-표준계정코드 미사용-,기타금융부채,-,제 43 기 반기말,1066082300,제 42 기말,1004135400,46,KRW,,,,,연결
