날짜,시가,고가,저가,종가,거래량,등락률
2024-02-01,4915,5260,4895,4990,46015,-0.5976095617529881
2024-02-02,5070,5130,4940,4985,41390,-0.1002004008016032
2024-02-05,5100,5100,4695,4700,59869,-5.717151454363089
2024-02-06,4700,4805,4455,4670,39293,-0.6382978723404255
2024-02-07,4535,4830,4535,4680,38880,0.21413276231263384
2024-02-08,4615,4770,4605,4655,17793,-0.5341880341880342
2024-02-13,4640,4700,4590,4660,23789,0.10741138560687433
2024-02-14,4660,4660,4510,4510,25314,-3.2188841201716736
2024-02-15,4535,4565,4470,4475,22906,-0.7760532150776054
2024-02-16,4530,5440,4475,5040,610883,12.625698324022347
2024-02-19,5140,5200,4855,4915,62091,-2.4801587301587302
2024-02-20,4915,5130,4690,5100,101915,3.7639877924720246
2024-02-21,4920,5270,4920,5030,58699,-1.3725490196078431
2024-02-22,5000,5040,4900,4900,29830,-2.584493041749503
2024-02-23,4965,5090,4760,4925,32644,0.5102040816326531
2024-02-26,4875,4875,4665,4735,31973,-3.857868020304569
2024-02-27,4710,4880,4620,4740,27979,0.10559662090813093
2024-02-28,4775,4790,4705,4740,9210,0.0
2024-02-29,4740,4935,4650,4890,21395,3.1645569620253164
