투자자구분,매도,매수,순매수
금융투자,138796083300,63940505600,-74855577700
보험,2461228200,2572692700,111464500
투신,10408650300,6828698400,-3579951900
사모,2475260400,1738378400,-736882000
은행,0,72253200,72253200
기타금융,3493579100,91581100,-3401998000
연기금 등,359722105100,322644589000,-37077516100
기관합계,517356906400,397888698400,-119468208000
기타법인,1063180500,1178041400,114860900
개인,105156542200,115677162400,10520620200
외국인,474343727898,583100966698,108757238800
기타외국인,272327300,347815400,75488100
전체,1098192684298,1098192684298,0
