투자자구분,매도,매수,순매수
금융투자,65463015400,58697527500,-6765487900
보험,6885546200,2529744700,-4355801500
투신,11383021200,16229434000,4846412800
사모,4469242400,8910064200,4440821800
은행,2205014800,0,-2205014800
기타금융,165636900,1078500,-164558400
연기금 등,227136225200,233479199100,6342973900
기관합계,317707702100,319847048000,2139345900
기타법인,7508191800,2444208600,-5063983200
개인,285539751000,104975541100,-180564209900
외국인,262442980400,438702316700,176259336300
기타외국인,1432561300,8662072200,7229510900
전체,874631186600,874631186600,0
