투자자구분,매도,매수,순매수
금융투자,173194421500,118019188300,-55175233200
보험,9321156100,14376222000,5055065900
투신,20020261300,11060289400,-8959971900
사모,32772896300,15839070400,-16933825900
은행,5554925500,865478600,-4689446900
기타금융,35086600,302813800,267727200
연기금 등,490333808100,515830436900,25496628800
기관합계,731232555400,676293499400,-54939056000
기타법인,13267996600,8991324000,-4276672600
개인,387690602100,228563367600,-159127234500
외국인,393930031546,612531734146,218601702600
기타외국인,1126863500,868124000,-258739500
전체,1527248049146,1527248049146,0
