투자자구분,매도,매수,순매수
금융투자,192156209100,154009772000,-38146437100
보험,19681170800,6747052100,-12934118700
투신,39250337000,19411331200,-19839005800
사모,19775712000,12141895300,-7633816700
은행,2205014800,482907600,-1722107200
기타금융,923093000,95306900,-827786100
연기금 등,624212469400,602419623000,-21792846400
기관합계,898204006100,795307888100,-102896118000
기타법인,13004354800,6033370900,-6970983900
개인,472828577500,310112278500,-162716299000
외국인,530349868400,795350183700,265000315300
기타외국인,2035791700,9618877300,7583085600
전체,1916422598500,1916422598500,0
