투자자구분,매도,매수,순매수
금융투자,45045715800,275918225100,230872509300
보험,30381890200,8308400500,-22073489700
투신,18375267200,10412302000,-7962965200
사모,22057647100,6645249400,-15412397700
은행,515326100,463161600,-52164500
기타금융,344470000,2219700,-342250300
연기금 등,810468466500,729806679600,-80661786900
기관합계,927188782900,1031556237900,104367455000
기타법인,9215255300,4366088100,-4849167200
개인,424790538500,317961682000,-106828856500
외국인,449552552790,457602318790,8049766000
기타외국인,1829564700,1090367400,-739197300
전체,1812576694190,1812576694190,0
