투자자구분,매도,매수,순매수
금융투자,39363389800,177471396000,138108006200
보험,2914945300,3482774500,567829200
투신,22932004200,7019306400,-15912697800
사모,19459856000,1062070100,-18397785900
은행,22171600,78413100,56241500
기타금융,572957700,48855900,-524101800
연기금 등,344836068800,350959204900,6123136100
기관합계,430101393400,540122020900,110020627500
기타법인,3822955600,1418952300,-2404003300
개인,168141589600,150243586100,-17898003500
외국인,450403988300,360421553200,-89982435100
기타외국인,408210100,672024500,263814400
전체,1052878137000,1052878137000,0
