투자자구분,매도,매수,순매수
금융투자,104152103300,246600580400,142448477100
보험,25231437500,9011434500,-16220003000
투신,13255357600,11409977000,-1845380600
사모,14364370300,13594966400,-769403900
은행,515251900,14102400,-501149500
기타금융,59638500,12867600,-46770900
연기금 등,908534616100,823507444200,-85027171900
기관합계,1066112775200,1104151372500,38038597300
기타법인,7958448600,3057063000,-4901385600
개인,448382326800,232440430900,-215941895900
외국인,324975237100,508963135800,183987898700
기타외국인,1822190200,638975700,-1183214500
전체,1849250977900,1849250977900,0
