투자자구분,매도,매수,순매수
금융투자,260270114200,131463939500,-128806174700
보험,13808156400,5011742000,-8796414400
투신,20856747700,13331091300,-7525656400
사모,12949404300,42094097800,29144693500
은행,277394100,58401000,-218993100
기타금융,49748100,41983300,-7764800
연기금 등,642786117300,668960287500,26174170200
기관합계,950997682100,860961542400,-90036139700
기타법인,7604824800,3328980700,-4275844100
개인,458647518900,97235991600,-361411527300
외국인,278234491793,735596330793,457361839000
기타외국인,1899391000,261063100,-1638327900
전체,1697383908593,1697383908593,0
