투자자구분,매도,매수,순매수
금융투자,139110461000,156579498800,17469037800
보험,12652512100,7138251400,-5514260700
투신,26638706000,11552557600,-15086148400
사모,22304236500,25699419800,3395183300
은행,989800,2191700,1201900
기타금융,12312900,9030400,-3282500
연기금 등,691368417100,688014577700,-3353839400
기관합계,892087635400,888995527400,-3092108000
기타법인,7243165000,4339905700,-2903259300
개인,293722779200,195923498700,-97799280500
외국인,368902656840,473864261240,104961604400
기타외국인,1602437900,435481300,-1166956600
전체,1563558674340,1563558674340,0
