투자자구분,매도,매수,순매수
금융투자,168290068900,161543578800,-6746490100
보험,11561695900,9774730900,-1786965000
투신,11680826000,16055015200,4374189200
사모,13521638000,35088903000,21567265000
은행,2328984300,0,-2328984300
기타금융,569950000,726344500,156394500
연기금 등,274489568500,294196458600,19706890100
기관합계,482442731600,517385031000,34942299400
기타법인,11219488000,2844116200,-8375371800
개인,588812931900,146335725700,-442477206200
외국인,360276285282,773401554582,413125269300
기타외국인,2398661300,5183670600,2785009300
전체,1445150098082,1445150098082,0
