투자자구분,매도,매수,순매수
금융투자,76537375100,102346602400,25809227300
보험,10427048800,8659366500,-1767682300
투신,30750239900,11680018500,-19070221400
사모,25002159900,21310294900,-3691865000
은행,183266500,221074700,37808200
기타금융,105146000,4107100,-101038900
연기금 등,776460535200,718818885200,-57641650000
기관합계,919465771400,863040349300,-56425422100
기타법인,5655105000,5902625600,247520600
개인,226964506400,253462540800,26498034400
외국인,420223627060,449996117360,29772490300
기타외국인,646012600,553389400,-92623200
전체,1572955022460,1572955022460,0
