,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,21500,21550,21000,21200,55339,-1.1655011655011656,,,,,,,
1,2017-01-03,21100,21300,20650,21050,75201,-0.7075471698113208,,,,,,,
2,2017-01-04,21200,21600,21050,21600,86319,2.6128266033254155,,,,,,,
3,2017-01-05,21600,21650,21050,21350,74572,-1.1574074074074074,,,,,,,
4,2017-01-06,21400,21400,21000,21350,64825,0.0,,,,,,,
5,2017-01-09,21200,21450,20950,21400,112163,0.234192037470726,,,,,,,
6,2017-01-10,21350,21500,20700,20950,122327,-2.102803738317757,,,,,,,
7,2017-01-11,20800,20950,20300,20300,161714,-3.1026252983293556,,,,,,,
8,2017-01-12,20500,20550,20200,20200,66869,-0.4926108374384236,,,,,,,
9,2017-01-13,20150,20650,20150,20500,86064,1.4851485148514851,,,,,,,
10,2017-01-16,20450,21300,20400,21100,147820,2.9268292682926833,,,,,,,
11,2017-01-17,21150,21250,20850,21100,67178,0.0,,,,,,,
12,2017-01-18,20900,21350,20900,21200,91447,0.4739336492890995,,,,,,,
13,2017-01-19,21000,21350,21000,21350,67384,0.7075471698113208,,,,,,,
14,2017-01-20,21300,21850,21250,21800,103987,2.107728337236534,,64.557596274193,,,,,
15,2017-01-23,21800,22050,20850,22000,108936,0.9174311926605504,,67.42376074713664,,,,,
16,2017-01-24,21950,22750,21600,22700,164577,3.1818181818181817,,75.03374918665321,,,,,
17,2017-01-25,22700,22950,22350,22850,103526,0.6607929515418502,,76.31080884472405,,,,,
18,2017-01-26,22900,22950,22100,22800,104743,-0.2188183807439825,,74.93485098487221,,,,,
19,2017-01-31,22900,23100,22600,23000,56433,0.8771929824561403,21490.0,76.741390627136,19892.31417356227,21490.0,23087.68582643773,14.869109599234339,0.9725584889761344
20,2017-02-01,23100,23500,22800,23200,151963,0.8695652173913043,21590.0,78.41664529465493,19834.836189981117,21590.0,23345.163810018883,16.259044094663114,0.9586466490505746
21,2017-02-02,23350,23350,22250,22250,162263,-4.094827586206897,21650.0,57.30337220846088,19890.73879142408,21650.0,23409.26120857592,16.251835645043148,0.6705261268409611
22,2017-02-03,22100,22650,22000,22600,53607,1.5730337078651686,21700.0,61.424259187081965,19893.068900040733,21700.0,23506.931099959267,16.65374285676744,0.7490410398106182
23,2017-02-06,22750,22850,22400,22600,43133,0.0,21762.5,61.42425918708196,19922.153565222026,21762.5,23602.846434777974,16.913005718809636,0.7275386808084966
24,2017-02-07,22450,22700,22200,22600,71940,0.0,21825.0,61.42425918708196,19960.194380102846,21825.0,23689.805619897154,17.088711293444707,0.7077964565665408
25,2017-02-08,22750,22750,22250,22700,56662,0.4424778761061947,21890.0,62.708632986637554,19998.545533194098,21890.0,23781.454466805902,17.281447846559182,0.7141209355591431
26,2017-02-09,22750,22850,22500,22850,69470,0.6607929515418502,21985.0,64.61194420895528,20101.094482199278,21985.0,23868.905517800722,17.138098865596746,0.7295762690397033
27,2017-02-10,22600,23000,22600,22850,63342,0.0,22112.5,64.61194420895528,20361.535979809978,22112.5,23863.464020190022,15.836870730944234,0.710598273721228
28,2017-02-13,22950,23050,22750,23000,99251,0.6564551422319475,22252.5,66.58960791504407,20698.963711399054,22252.5,23806.036288600946,13.962802279302965,0.7405801542856683
