일자,수익률,대비
2021-01-04,0.726,-0.015
2021-01-05,0.706,-0.02
2021-01-06,0.709,0.003
2021-01-07,0.706,-0.003
2021-01-08,0.707,0.001
2021-01-11,0.7,-0.007
2021-01-12,0.702,0.002
2021-01-13,0.7,-0.002
2021-01-14,0.701,0.001
2021-01-15,0.699,-0.002
2021-01-18,0.692,-0.007
2021-01-19,0.688,-0.004
2021-01-20,0.686,-0.002
2021-01-21,0.682,-0.004
2021-01-22,0.689,0.007
2021-01-25,0.689,0.0
2021-01-26,0.688,-0.001
2021-01-27,0.681,-0.007
2021-01-28,0.677,-0.004
2021-01-29,0.67,-0.007
2021-02-01,0.678,0.008
2021-02-02,0.67,-0.008
2021-02-03,0.669,-0.001
2021-02-04,0.67,0.001
2021-02-05,0.67,0.0
2021-02-08,0.677,0.007
2021-02-09,0.67,-0.007
2021-02-10,0.673,0.003
2021-02-15,0.675,0.002
2021-02-16,0.668,-0.007
2021-02-17,0.669,0.001
2021-02-18,0.668,-0.001
2021-02-19,0.669,0.001
2021-02-22,0.675,0.006
2021-02-23,0.673,-0.002
2021-02-24,0.668,-0.005
2021-02-25,0.665,-0.003
2021-02-26,0.673,0.008
2021-03-02,0.671,-0.002
2021-03-03,0.669,-0.002
2021-03-04,0.672,0.003
2021-03-05,0.679,0.007
2021-03-08,0.687,0.008
2021-03-09,0.695,0.008
2021-03-10,0.689,-0.006
2021-03-11,0.684,-0.005
2021-03-12,0.688,0.004
2021-03-15,0.691,0.003
2021-03-16,0.685,-0.006
2021-03-17,0.686,0.001
2021-03-18,0.682,-0.004
2021-03-19,0.687,0.005
2021-03-22,0.686,-0.001
2021-03-23,0.687,0.001
2021-03-24,0.682,-0.005
2021-03-25,0.681,-0.001
2021-03-26,0.684,0.003
2021-03-29,0.686,0.002
2021-03-30,0.692,0.006
2021-03-31,0.69,-0.002
2021-04-01,0.693,0.003
2021-04-02,0.693,0.0
2021-04-05,0.697,0.004
2021-04-06,0.684,-0.013
2021-04-07,0.68,-0.004
2021-04-08,0.671,-0.009
2021-04-09,0.667,-0.004
2021-04-12,0.657,-0.01
2021-04-13,0.656,-0.001
2021-04-14,0.648,-0.008
2021-04-15,0.658,0.01
2021-04-16,0.657,-0.001
2021-04-19,0.651,-0.006
2021-04-20,0.649,-0.002
2021-04-21,0.642,-0.007
2021-04-22,0.641,-0.001
2021-04-23,0.644,0.003
2021-04-26,0.642,-0.002
2021-04-27,0.638,-0.004
2021-04-28,0.639,0.001
2021-04-29,0.64,0.001
2021-04-30,0.642,0.002
2021-05-03,0.642,0.0
2021-05-04,0.639,-0.003
2021-05-06,0.627,-0.012
2021-05-07,0.624,-0.003
2021-05-10,0.619,-0.005
2021-05-11,0.612,-0.007
2021-05-12,0.61,-0.002
2021-05-13,0.61,0.0
2021-05-14,0.609,-0.001
2021-05-17,0.6,-0.009
2021-05-18,0.599,-0.001
2021-05-20,0.598,-0.001
2021-05-21,0.593,-0.005
2021-05-24,0.593,0.0
2021-05-25,0.593,0.0
2021-05-26,0.597,0.004
2021-05-27,0.591,-0.006
2021-05-28,0.611,0.02
2021-05-31,0.633,0.022
2021-06-01,0.629,-0.004
2021-06-02,0.632,0.003
2021-06-03,0.631,-0.001
2021-06-04,0.639,0.008
2021-06-07,0.643,0.004
2021-06-08,0.644,0.001
2021-06-09,0.653,0.009
2021-06-10,0.719,0.066
2021-06-11,0.761,0.042
2021-06-14,0.814,0.053
2021-06-15,0.849,0.035
2021-06-16,0.879,0.03
2021-06-17,0.897,0.018
2021-06-18,0.889,-0.008
2021-06-21,0.888,-0.001
2021-06-22,0.877,-0.011
2021-06-23,0.869,-0.008
2021-06-24,0.888,0.019
2021-06-25,0.908,0.02
2021-06-28,0.943,0.035
2021-06-29,0.958,0.015
2021-06-30,0.955,-0.003
2021-07-01,0.955,0.0
2021-07-02,0.956,0.001
2021-07-05,0.941,-0.015
2021-07-06,0.937,-0.004
2021-07-07,0.904,-0.033
2021-07-08,0.866,-0.038
2021-07-09,0.857,-0.009
2021-07-12,0.852,-0.005
2021-07-13,0.857,0.005
2021-07-14,0.85,-0.007
2021-07-15,0.906,0.056
2021-07-16,0.922,0.016
2021-07-19,0.93,0.008
2021-07-20,0.917,-0.013
2021-07-21,0.908,-0.009
2021-07-22,0.915,0.007
2021-07-23,0.917,0.002
2021-07-26,0.912,-0.005
2021-07-27,0.916,0.004
2021-07-28,0.934,0.018
2021-07-29,0.941,0.007
2021-07-30,0.936,-0.005
2021-08-02,0.944,0.008
2021-08-03,0.952,0.008
2021-08-04,0.944,-0.008
2021-08-05,0.949,0.005
2021-08-06,0.972,0.023
2021-08-09,0.978,0.006
2021-08-10,0.978,0.0
2021-08-11,0.977,-0.001
2021-08-12,0.986,0.009
2021-08-13,0.994,0.008
2021-08-17,0.994,0.0
2021-08-18,0.993,-0.001
2021-08-19,0.989,-0.004
2021-08-20,0.999,0.01
2021-08-23,1.015,0.016
2021-08-24,1.042,0.027
2021-08-25,1.05,0.008
2021-08-26,1.059,0.009
2021-08-27,1.068,0.009
2021-08-30,1.064,-0.004
2021-08-31,1.064,0.0
2021-09-01,1.066,0.002
2021-09-02,1.046,-0.02
2021-09-03,1.043,-0.003
2021-09-06,1.043,0.0
2021-09-07,1.041,-0.002
2021-09-08,1.047,0.006
2021-09-09,1.061,0.014
2021-09-10,1.074,0.013
2021-09-13,1.086,0.012
2021-09-14,1.09,0.004
2021-09-15,1.073,-0.017
2021-09-16,1.078,0.005
2021-09-17,1.082,0.004
2021-09-23,1.086,0.004
2021-09-24,1.085,-0.001
2021-09-27,1.081,-0.004
2021-09-28,1.103,0.022
2021-09-29,1.1,-0.003
2021-09-30,1.096,-0.004
2021-10-01,1.102,0.006
2021-10-05,1.102,0.0
2021-10-06,1.137,0.035
2021-10-07,1.126,-0.011
2021-10-08,1.124,-0.002
2021-10-12,1.156,0.032
2021-10-13,1.151,-0.005
2021-10-14,1.142,-0.009
2021-10-15,1.135,-0.007
2021-10-18,1.161,0.026
2021-10-19,1.157,-0.004
2021-10-20,1.151,-0.006
2021-10-21,1.144,-0.007
2021-10-22,1.17,0.026
2021-10-25,1.184,0.014
2021-10-26,1.216,0.032
2021-10-27,1.299,0.083
2021-10-28,1.32,0.021
2021-10-29,1.41,0.09
2021-11-01,1.471,0.061
2021-11-02,1.456,-0.015
2021-11-03,1.438,-0.018
2021-11-04,1.429,-0.009
2021-11-05,1.397,-0.032
2021-11-08,1.37,-0.027
2021-11-09,1.332,-0.038
2021-11-10,1.32,-0.012
2021-11-11,1.317,-0.003
2021-11-12,1.314,-0.003
2021-11-15,1.294,-0.02
2021-11-16,1.305,0.011
2021-11-17,1.298,-0.007
2021-11-18,1.29,-0.008
2021-11-19,1.292,0.002
2021-11-22,1.307,0.015
2021-11-23,1.318,0.011
2021-11-24,1.323,0.005
2021-11-25,1.305,-0.018
2021-11-26,1.288,-0.017
2021-11-29,1.297,0.009
2021-11-30,1.292,-0.005
2021-12-01,1.319,0.027
2021-12-02,1.327,0.008
2021-12-03,1.343,0.016
2021-12-06,1.328,-0.015
2021-12-07,1.33,0.002
2021-12-08,1.32,-0.01
2021-12-09,1.322,0.002
2021-12-10,1.329,0.007
2021-12-13,1.328,-0.001
2021-12-14,1.322,-0.006
2021-12-15,1.32,-0.002
2021-12-16,1.285,-0.035
2021-12-17,1.276,-0.009
2021-12-20,1.271,-0.005
2021-12-21,1.281,0.01
2021-12-22,1.301,0.02
2021-12-23,1.328,0.027
2021-12-24,1.327,-0.001
2021-12-27,1.326,-0.001
2021-12-28,1.338,0.012
2021-12-29,1.338,0.0
2021-12-30,1.349,0.011
2021-12-31,1.35,0.001
