rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 47 기,9311026187,제 46 기,13852958032,제 45 기,14937372462,1,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 47 기,1526874145,제 46 기,1331943399,제 45 기,5389156,2,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 47 기,,제 46 기,,제 45 기,500000000,3,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_CurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,유동 기타포괄손익-공정가치 측정 금융자산,-,제 47 기,210380000,제 46 기,205480000,제 45 기,2033840000,4,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 47 기,4089411847,제 46 기,8164441428,제 45 기,7768608049,5,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 47 기,2955198125,제 46 기,3427122880,제 45 기,3745397067,6,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 47 기,,제 46 기,,제 45 기,43039734,7,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 47 기,985890,제 46 기,787490,제 45 기,18454720,8,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 47 기,528176180,제 46 기,723182835,제 45 기,822643736,9,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,-표준계정코드 미사용-,매각예정비유동자,-,제 47 기,,제 46 기,,제 45 기,3143903618,10,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 47 기,38526788510,제 46 기,49735497012,제 45 기,55744142440,11,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 47 기,,제 46 기,,제 45 기,20577551,12,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,비유동 기타포괄손익-공정가치 측정 금융자산,-,제 47 기,183300000,제 46 기,183300000,제 45 기,183300000,13,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업에 대한 투자자산,-,제 47 기,0,제 46 기,0,제 45 기,378287201,14,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 47 기,37914749894,제 46 기,48718985496,제 45 기,54389559116,15,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산,-,제 47 기,242736461,제 46 기,391314127,제 45 기,25620000,16,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 47 기,17202155,제 46 기,111828672,제 45 기,364986076,17,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 47 기,168800000,제 46 기,330068717,제 45 기,381812496,18,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 47 기,47837814697,제 46 기,63588455044,제 45 기,73825418520,19,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 47 기,10206734866,제 46 기,48718805491,제 45 기,38294709713,21,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타유동채무,-,제 47 기,8309755212,제 46 기,31340663756,제 45 기,25373025328,22,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 47 기,0,제 46 기,15500000000,제 45 기,11490922776,23,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_CurrentProvisions,유동충당부채,-,제 47 기,1013855632,제 46 기,729107134,제 45 기,744534468,24,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,-,제 47 기,0,제 46 기,20000000,제 45 기,30000000,25,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동리스부채,-,제 47 기,17904390,제 46 기,104961955,제 45 기,189011604,26,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 47 기,865219632,제 46 기,1024072646,제 45 기,467215537,27,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 47 기,5273436156,제 46 기,5358822108,제 45 기,16168522885,28,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 47 기,197256140,제 46 기,230741719,제 45 기,203598740,29,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 47 기,,제 46 기,,제 45 기,9950000000,30,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,비유동리스부채,-,제 47 기,0,제 46 기,16438921,제 45 기,181769552,31,KRW,,연결
20220323001138,11011,2021,00147860,BS,재무상태표,dart_PostemploymentBenefitObligations,퇴직급여부채,-,제 47 기,5076180016,제 46 기,5111641468,제 45 기,5833154593,32,KRW,,연결
