투자자구분,매도,매수,순매수
금융투자,158578816400,292282422200,133703605800
보험,29396873400,8270647700,-21126225700
투신,29301312500,27524810600,-1776501900
사모,42907824300,40699170500,-2208653800
은행,3946261800,2096170100,-1850091700
기타금융,1196404400,1913744400,717340000
연기금 등,851221804300,879945264700,28723460400
기관합계,1116549297100,1252732230200,136182933100
기타법인,87973255900,19487573800,-68485682100
개인,1182729537500,708707945400,-474021592100
외국인,596880287100,1006128209900,409247922800
기타외국인,4276501400,1352919700,-2923581700
전체,2988408879000,2988408879000,0
