투자자구분,매도,매수,순매수
금융투자,89101869700,107428049800,18326180100
보험,11867945700,6523435300,-5344510400
투신,29755475400,6149954800,-23605520600
사모,27900485700,10818975200,-17081510500
은행,262946700,785400,-262161300
기타금융,1734674500,19317100,-1715357400
연기금 등,457701430800,453793124400,-3908306400
기관합계,618324828500,584733642000,-33591186500
기타법인,7656157100,6653791200,-1002365900
개인,217811555500,279779346400,61967790900
외국인,607224558760,579604032260,-27620526500
기타외국인,565821600,812109600,246288000
전체,1451582921460,1451582921460,0
