투자자구분,매도,매수,순매수
금융투자,30000403500,66801374700,36800971200
보험,2423416600,1736088500,-687328100
투신,11855944000,4935417100,-6920526900
사모,4555295600,6041231100,1485935500
은행,1036969000,0,-1036969000
기타금융,187837800,18539300,-169298500
연기금 등,274635557700,273929785900,-705771800
기관합계,324695424200,353462436600,28767012400
기타법인,5180484600,2970563900,-2209920700
개인,188089530500,50626309500,-137463221000
외국인,224985126480,336196703780,111211577300
기타외국인,408941700,103493700,-305448000
전체,743359507480,743359507480,0
