투자자구분,매도,매수,순매수
금융투자,101188872300,85907676800,-15281195500
보험,8569704400,4665530700,-3904173700
투신,33785085000,9657333600,-24127751400
사모,17684571200,8200932500,-9483638700
은행,1299127000,785400,-1298341600
기타금융,1646773800,36417100,-1610356700
연기금 등,557429307700,566164714800,8735407100
기관합계,721603441400,674633390900,-46970050500
기타법인,8937070700,8979540700,42470000
개인,278744410800,282478618400,3734207600
외국인,601346921040,644284777440,42937856400
기타외국인,600112700,855629200,255516500
전체,1611231956640,1611231956640,0
