투자자구분,매도,매수,순매수
금융투자,3545857800,271504808600,267958950800
보험,9011051100,10071099000,1060047900
투신,4683413000,17419817800,12736404800
사모,7334476500,50010277100,42675800600
은행,2821759800,50650700,-2771109100
기타금융,319220000,391210000,71990000
연기금 등,278788051100,260064133300,-18723917800
기관합계,306503829300,609511996500,303008167200
기타법인,17397902900,9637109700,-7760793200
개인,511338771300,178910110600,-332428660700
외국인,169262219700,206597279000,37335059300
기타외국인,940713100,786940500,-153772600
전체,1005443436300,1005443436300,0
