투자자구분,매도,매수,순매수
금융투자,22882680500,294400956700,271518276200
보험,6543154300,26052743000,19509588700
투신,18928353200,16882842800,-2045510400
사모,16904759800,26970557100,10065797300
은행,2141866800,11597200,-2130269600
기타금융,428379100,452958400,24579300
연기금 등,644788811000,671863360800,27074549800
기관합계,712618004700,1036635016000,324017011300
기타법인,9357391500,6409138100,-2948253400
개인,486101629200,194595528200,-291506101000
외국인,759055681943,730484020743,-28571661200
기타외국인,1558039400,567043700,-990995700
전체,1968690746743,1968690746743,0
