투자자구분,매도,매수,순매수
금융투자,267597162500,428350325200,160753162700
보험,19704521500,20923697900,1219176400
투신,199363006700,26036499700,-173326507000
사모,43031659100,37752967200,-5278691900
은행,494642200,2061822000,1567179800
기타금융,302669300,2530751900,2228082600
연기금 등,1056349327200,1100186223000,43836895800
기관합계,1586842988500,1617842286900,30999298400
기타법인,7911708100,14868227700,6956519600
개인,596133445900,398959173200,-197174272700
외국인,791373943972,948855156572,157481212600
기타외국인,2653251000,4390493100,1737242100
전체,2984915337472,2984915337472,0
