투자자구분,매도,매수,순매수
금융투자,115396828600,71546675000,-43850153600
보험,20458299700,5419544700,-15038755000
투신,13743688700,30097034200,16353345500
사모,15696219400,74968672300,59272452900
은행,5120584000,10902900,-5109681100
기타금융,1423423100,127864600,-1295558500
연기금 등,518723762700,514311963500,-4411799200
기관합계,690562806200,696482657200,5919851000
기타법인,8554391900,7561685500,-992706400
개인,225060390100,245851200800,20790810700
외국인,434146486727,408756916127,-25389570600
기타외국인,808213600,479828900,-328384700
전체,1359132288527,1359132288527,0
