투자자구분,매도,매수,순매수
금융투자,33422368700,155340981000,121918612300
보험,13336810000,11161484400,-2175325600
투신,18842560600,16429937500,-2412623100
사모,13485179100,13944916700,459737600
은행,826680400,515900,-826164500
기타금융,3908100,3070965700,3067057600
연기금 등,364841120100,289252835800,-75588284300
기관합계,444758627000,489201637000,44443010000
기타법인,18228324200,2454728300,-15773595900
개인,236396412900,106803084200,-129593328700
외국인,430934815193,535831416493,104896601300
기타외국인,4166117800,193431100,-3972686700
전체,1134484297093,1134484297093,0
