투자자구분,매도,매수,순매수
금융투자,9465318500,150671798500,141206480000
보험,6951159900,2510774900,-4440385000
투신,4308104000,11949141700,7641037700
사모,5730171700,53460449000,47730277300
은행,494107800,93031500,-401076300
기타금융,212007500,1212900,-210794600
연기금 등,383913393500,377997713100,-5915680400
기관합계,411074262900,596684121600,185609858700
기타법인,15499747200,14486105500,-1013641700
개인,532942173100,198768118300,-334174054800
외국인,139895990020,289854793920,149958803900
기타외국인,881169900,500203800,-380966100
전체,1100293343120,1100293343120,0
