투자자구분,매도,매수,순매수
금융투자,10677706600,216187486800,205509780200
보험,11554681000,19449370100,7894689100
투신,15157467700,19573427500,4415959800
사모,11294239200,68121116100,56826876900
은행,494107800,94452100,-399655700
기타금융,226693700,136363900,-90329800
연기금 등,727840333300,714328400400,-13511932900
기관합계,777245229300,1037890616900,260645387600
기타법인,23734548700,21920896400,-1813652300
개인,981575305500,372295692700,-609279612800
외국인,323154847220,673717213320,350562366100
기타외국인,1519088400,1404599800,-114488600
전체,2107229019120,2107229019120,0
