날짜,시가,고가,저가,종가,거래량,등락률
2024-01-02,14861,14861,14633,14652,41764,-1.4063656550703183
2024-01-03,14515,14679,14369,14588,83929,-0.43680043680043684
2024-01-04,14451,14588,14269,14269,83693,-2.1867288182067455
2024-01-05,14269,14387,14141,14269,49741,0.0
2024-01-08,14141,14351,13940,14269,77904,0.0
2024-01-09,14186,14514,14186,14478,47382,1.4647137150466045
2024-01-10,14423,14423,14095,14132,51663,-2.389832849841138
2024-01-11,14132,14168,13931,13950,63021,-1.2878573450325501
2024-01-12,13949,14086,13521,13521,108583,-3.075268817204301
2024-01-15,13676,13685,13019,13029,143008,-3.6387841136010652
2024-01-16,12964,13074,12718,12737,98783,-2.2411543479929388
2024-01-17,12691,12764,12281,12281,134699,-3.580120907592055
2024-01-18,12235,12490,12198,12308,56758,0.21985180359905548
2024-01-19,12308,12526,12180,12217,58685,-0.7393565160870978
2024-01-22,12226,12271,12025,12053,102665,-1.3423917492019317
2024-01-23,12034,12153,11943,12117,37271,0.5309881357338422
2024-01-24,12035,12144,11889,12099,70622,-0.14855162168853675
2024-01-25,12090,12099,11898,11935,51747,-1.3554839242912637
2024-01-26,11907,12217,11889,12035,54731,0.8378718056137411
2024-01-29,12034,12326,11916,12272,72670,1.9692563356875779
2024-01-30,12326,12763,12280,12472,96655,1.6297262059973925
2024-01-31,12353,12690,12307,12390,98312,-0.6574727389352149
