,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,6470,6560,6400,6400,51991,-0.9287925696594428,,,,,,,
1,2017-01-03,6480,6480,6350,6410,77805,0.15625,,,,,,,
2,2017-01-04,6360,6520,6360,6470,57454,0.93603744149766,,,,,,,
3,2017-01-05,6460,6580,6410,6430,85258,-0.6182380216383307,,,,,,,
4,2017-01-06,6430,6510,6350,6380,110679,-0.7776049766718507,,,,,,,
5,2017-01-09,6380,6440,6240,6270,71082,-1.7241379310344829,,,,,,,
6,2017-01-10,6280,6300,6080,6100,157669,-2.711323763955343,,,,,,,
7,2017-01-11,6120,6190,6000,6190,130690,1.475409836065574,,,,,,,
8,2017-01-12,6190,6270,6100,6170,114116,-0.3231017770597738,,,,,,,
9,2017-01-13,6170,6200,6060,6100,91009,-1.1345218800648298,,,,,,,
10,2017-01-16,6070,6080,5860,5890,172595,-3.4426229508196724,,,,,,,
11,2017-01-17,5830,5910,5710,5750,194219,-2.3769100169779285,,,,,,,
12,2017-01-18,5700,5760,5600,5670,207451,-1.391304347826087,,,,,,,
13,2017-01-19,5670,5720,5480,5530,288863,-2.4691358024691357,,,,,,,
14,2017-01-20,5530,5620,5480,5590,124651,1.08499095840868,,16.472000187745216,,,,,
15,2017-01-23,5590,5650,5510,5580,106430,-0.1788908765652951,,16.268830885578556,,,,,
16,2017-01-24,5530,5630,5440,5500,127132,-1.4336917562724014,,14.706100845848853,,,,,
17,2017-01-25,5560,5590,5390,5440,146631,-1.090909090909091,,13.647286376628747,,,,,
18,2017-01-26,5500,5540,5430,5540,154108,1.8382352941176472,,23.529408370806266,,,,,
19,2017-01-31,5570,5580,5430,5540,112354,0.0,5947.5,23.529408370806266,5210.373823555289,5947.5,6684.626176444711,24.78776549624921,0.22358870636948197
20,2017-02-01,5500,5680,5480,5660,139435,2.166064981949458,5910.5,34.0353732227564,5193.939465222931,5910.5,6627.060534777069,24.247036114611923,0.3252066728193915
21,2017-02-02,5690,5690,5560,5560,102587,-1.76678445229682,5868.0,30.29958988405105,5174.527578053749,5868.0,6561.472421946251,23.63573353600039,0.2779291646987283
22,2017-02-03,5580,5610,5450,5520,117116,-0.7194244604316548,5820.5,28.931643898584444,5169.639799957011,5820.5,6471.360200042989,22.364408557443145,0.2691516550096687
23,2017-02-06,5530,5570,5500,5570,71198,0.9057971014492754,5777.5,33.0033814649317,5182.121968829888,5777.5,6372.878031170112,20.610230416966235,0.3257409669683354
24,2017-02-07,5530,5660,5500,5640,121217,1.2567324955116697,5740.5,38.33043558542857,5211.1806257088265,5740.5,6269.8193742911735,18.44157736403357,0.4050667660383843
25,2017-02-08,5670,5670,5550,5610,105367,-0.5319148936170213,5707.5,36.97357999856313,5235.107155007615,5707.5,6179.892844992385,16.553406745243453,0.3968019932630736
26,2017-02-09,5650,5650,5560,5610,64239,0.0,5683.0,36.97357999856314,5245.000000000001,5683.0,6120.999999999999,15.414393806088302,0.4166666666666665
27,2017-02-10,5640,5640,5550,5620,69911,0.17825311942959,5654.5,37.82443919219671,5283.044753705108,5654.5,6025.955246294892,13.138394068260403,0.4535610274129619
28,2017-02-13,5600,5700,5540,5700,110747,1.4234875444839856,5631.0,44.302505462820626,5342.84032204349,5631.0,5919.15967795651,10.234760360735562,0.6197252864962144
29,2017-02-14,5710,5860,5700,5790,169378,1.5789473684210529,5615.5,50.54519037851123,5407.800698123467,5615.5,5823.199301876533,7.3973573814097895,0.9200784461560958
30,2017-02-15,5820,5890,5750,5890,127448,1.7271157167530224,5615.5,56.39348578797865,5407.800698123467,5615.5,5823.199301876533,7.3973573814097895,1.1608110800564373
31,2017-02-16,5900,5900,5800,5870,101980,-0.3395585738539898,5621.5,54.99279824867001,5392.740300752079,5621.5,5850.259699247921,8.138742301802763,1.0431463689123954
32,2017-02-17,5850,5850,5750,5830,73352,-0.6814310051107325,5629.5,52.20025670355954,5383.941453009676,5629.5,5875.058546990324,8.72399136656273,0.9082529450866562
33,2017-02-20,5820,5820,5710,5730,159601,-1.7152658662092626,5639.5,45.921996931095414,5394.67557311412,5639.5,5884.32442688588,8.682486989480621,0.684826328710625
34,2017-02-21,5720,5820,5710,5730,115210,0.0,5646.5,45.92199693109541,5399.738982008909,5646.5,5893.261017991091,8.740317647785027,0.6691920398930571
35,2017-02-22,5750,5800,5720,5750,79880,0.3490401396160558,5655.0,47.389695334527666,5406.283293685367,5655.0,5903.716706314633,8.796346819261982,0.6909803354339671
36,2017-02-23,5750,5780,5670,5760,77966,0.1739130434782608,5668.0,48.147471261145824,5425.958681213312,5668.0,5910.041318786688,8.54062522183091,0.6900501956880346
37,2017-02-24,5300,5530,5300,5320,727108,-7.638888888888889,5662.0,28.616499418359822,5393.180357860518,5662.0,5930.819642139482,9.49557195830033,-0.1361142312334205
38,2017-02-27,5340,5370,5290,5300,118492,-0.3759398496240601,5650.0,28.05932698150296,5341.909104321469,5650.0,5958.090895678531,10.905872413399313,-0.06801418819788552
39,2017-02-28,5340,5370,5290,5310,141129,0.1886792452830188,5638.5,28.805729080275782,5299.249355195898,5638.5,5977.750644804102,12.033365072416501,0.015844693250782287
40,2017-03-02,5340,5350,5260,5290,146221,-0.3766478342749529,5620.0,28.176087043916006,5248.624179570076,5620.0,5991.375820429924,13.216221367612945,0.05570613130120456
41,2017-03-03,5290,5290,5060,5150,255007,-2.6465028355387523,5599.5,24.190105142452353,5175.5908116117325,5599.5,6023.4091883882675,15.140965742950888,-0.030184308706577696
42,2017-03-06,5170,5170,4990,5060,117867,-1.7475728155339807,5576.5,22.03229361030068,5092.215992417673,5576.5,6060.784007582327,17.368744107677824,-0.03326146632273052
43,2017-03-07,4960,4960,4660,4700,810784,-7.114624505928854,5533.0,15.916345557759577,4916.06888553097,5533.0,6149.93111446903,22.30005835781782,-0.1751158925716792
44,2017-03-08,4735,4795,4680,4760,397204,1.276595744680851,5489.0,19.906894517433155,4788.945716390508,5489.0,6189.054283609492,25.507534472927375,-0.0206739084869701
45,2017-03-09,4785,4800,4670,4715,267335,-0.9453781512605042,5444.25,19.17198464093685,4670.329622958538,5444.25,6218.170377041462,28.430743519914124,0.028859801580769867
46,2017-03-10,4715,4725,4600,4665,206932,-1.0604453870625663,5397.0,18.36089905125373,4556.777410444114,5397.0,6237.222589555886,31.136653309463995,0.06440114256692907
47,2017-03-13,4705,4760,4670,4690,169519,0.5359056806002144,5350.5,20.179218877992763,4463.173115475475,5350.5,6237.826884524525,33.167998673937944,0.12781472559916307
48,2017-03-14,4740,4740,4635,4640,182725,-1.0660980810234542,5297.5,19.255496507536318,4374.1122158052995,5297.5,6220.8877841947005,34.861266038497426,0.14397406417206668
49,2017-03-15,4670,4775,4625,4695,329482,1.1853448275862069,5242.75,23.408797147384938,4312.833471487898,5242.75,6172.666528512102,35.47437999187837,0.2054843186428685
50,2017-03-16,4695,4750,4675,4750,255568,1.1714589989350372,5185.75,27.42882654993856,4282.133516086609,5185.75,6089.366483913391,34.84998250642205,0.2588855406262346
51,2017-03-17,4760,4760,4680,4725,135003,-0.5263157894736842,5128.5,26.74175456532092,4261.187484236507,5128.5,5995.812515763493,33.823243278287734,0.26738488568633195
52,2017-03-20,4745,4990,4680,4710,881566,-0.3174603174603174,5072.5,26.315815205181345,4250.128429479715,5072.5,5894.871570520285,32.42470460405263,0.27960084407425506
53,2017-03-21,4710,4755,4670,4695,194500,-0.3184713375796179,5020.75,25.872029753468176,4241.248396409604,5020.75,5800.251603590396,31.051201656740385,0.2910523862301306
54,2017-03-22,4680,4735,4675,4725,271661,0.6389776357827476,4970.5,28.470144106192027,4253.276882692701,4970.5,5687.723117307299,28.8591939365174,0.32885381544749204
