rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분,bfefrmtrm_nm,bfefrmtrm_amount
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 57 기 1분기말,1908858924990,제 56 기말,1551689313606,1,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 57 기 1분기말,608793967746,제 56 기말,402443788884,2,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 57 기 1분기말,583710769895,제 56 기말,579684058306,3,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,기타채권,-,제 57 기 1분기말,28013957620,제 56 기말,30434013198,4,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 57 기 1분기말,637913097442,제 56 기말,471381653085,5,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 57 기 1분기말,16307632267,제 56 기말,16127678205,6,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 57 기 1분기말,33927027483,제 56 기말,36192670644,7,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 57 기 1분기말,192472537,제 56 기말,171125067,8,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,-표준계정코드 미사용-,매각예정자산,-,제 57 기 1분기말,0,제 56 기말,15254326217,9,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 57 기 1분기말,2703084845185,제 56 기말,2693619537621,10,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,-표준계정코드 미사용-,비유동매출채권,-,제 57 기 1분기말,1496763590,제 56 기말,1541516662,11,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,비유동기타채권,-,제 57 기 1분기말,7911535774,제 56 기말,6620790506,12,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,비유동기타금융자산,-,제 57 기 1분기말,110215539924,제 56 기말,111510761324,13,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자,-,제 57 기 1분기말,74341168505,제 56 기말,57357301340,14,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 57 기 1분기말,2204056242125,제 56 기말,2213794425132,15,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 57 기 1분기말,133113053923,제 56 기말,134748284434,16,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 57 기 1분기말,106838717057,제 56 기말,99977950146,17,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 57 기 1분기말,26669125444,제 56 기말,27696879831,18,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 57 기 1분기말,10960572169,제 56 기말,11292632430,19,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,-표준계정코드 미사용-,종업원급여자산,-,제 57 기 1분기말,0,제 56 기말,15089800,20,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 57 기 1분기말,27482126674,제 56 기말,29063906016,21,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 57 기 1분기말,4611943770175,제 56 기말,4245308851227,22,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 57 기 1분기말,1384402027468,제 56 기말,913522301060,24,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무,-,제 57 기 1분기말,899337888857,제 56 기말,687499663238,25,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,-표준계정코드 미사용-,기타채무,-,제 57 기 1분기말,24249665759,제 56 기말,37098154278,26,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 57 기 1분기말,53466101775,제 56 기말,31972685630,27,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기부채,-,제 57 기 1분기말,16322278335,제 56 기말,11532595000,28,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,dart_CurrentPortionOfBonds,유동성사채,-,제 57 기 1분기말,179859897521,제 56 기말,0,29,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타금융부채,-,제 57 기 1분기말,37026237582,제 56 기말,26984476990,30,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 57 기 1분기말,148515402505,제 56 기말,102097808824,31,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_CurrentProvisions,유동충당부채,-,제 57 기 1분기말,87183130,제 56 기말,736036574,32,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 57 기 1분기말,25537372004,제 56 기말,10542684952,33,KRW,,,,,연결,,
20220513001502,11013,2022,00128555,BS,재무상태표,-표준계정코드 미사용-,매각예정자산관련부채,-,제 57 기 1분기말,0,제 56 기말,5058195574,34,KRW,,,,,연결,,
