날짜,시가,고가,저가,종가,거래량,등락률
2024-03-04,8870,9050,8770,8840,1019,-0.3382187147688839
2024-03-05,8840,8840,8540,8540,1887,-3.3936651583710407
2024-03-06,8630,8630,8220,8540,1792,0.0
2024-03-07,8540,8650,8470,8580,2068,0.468384074941452
2024-03-08,8580,8610,8310,8530,1949,-0.5827505827505828
2024-03-11,8400,8610,8260,8380,2639,-1.7584994138335288
2024-03-12,8370,8400,8220,8400,2466,0.23866348448687352
2024-03-13,8410,8440,8340,8420,688,0.2380952380952381
2024-03-14,8430,8430,8300,8380,1360,-0.4750593824228029
2024-03-15,8400,8410,8200,8370,1569,-0.11933174224343676
2024-03-18,8370,8600,8280,8380,2633,0.11947431302270012
2024-03-19,8380,8380,8270,8350,1016,-0.35799522673031026
2024-03-20,8350,8410,8280,8300,463,-0.5988023952095809
2024-03-21,8370,8410,8260,8340,981,0.48192771084337355
2024-03-22,8280,8280,7950,7970,15465,-4.436450839328537
2024-03-25,8100,8100,7800,7850,7437,-1.5056461731493098
2024-03-26,7860,7890,7770,7850,2642,0.0
2024-03-27,7890,8000,7850,7970,6160,1.5286624203821657
2024-03-28,7980,8190,7900,7980,6419,0.12547051442910914
2024-03-29,7980,8060,7880,8040,1912,0.7518796992481203
