날짜,시가,고가,저가,종가,거래량,등락률
2024-02-01,302500,307500,300000,305500,80389,0.6589785831960462
2024-02-02,306500,315500,304000,314000,73492,2.7823240589198037
2024-02-05,312500,312500,306500,308000,63028,-1.910828025477707
2024-02-06,308000,312500,307000,311000,80530,0.974025974025974
2024-02-07,314500,318500,312500,316000,80230,1.607717041800643
2024-02-08,317000,318500,308500,308500,114063,-2.3734177215189876
2024-02-13,309000,312000,305500,309500,92721,0.3241491085899514
2024-02-14,307000,314000,300000,308000,219962,-0.48465266558966075
2024-02-15,312500,342000,309000,322000,488788,4.545454545454546
2024-02-16,326500,340500,315000,336500,194637,4.503105590062112
2024-02-19,336500,342000,332000,340000,89997,1.040118870728083
2024-02-20,340000,353000,333500,340000,124603,0.0
2024-02-21,340000,340000,331000,332000,74934,-2.3529411764705883
2024-02-22,335000,335000,326500,329500,51199,-0.7530120481927711
2024-02-23,329500,330500,319500,321500,86725,-2.4279210925644916
2024-02-26,321500,326000,319500,321500,53446,0.0
2024-02-27,320000,322000,312000,313500,89366,-2.488335925349922
2024-02-28,314500,328000,314000,324500,75612,3.508771929824561
2024-02-29,322000,324000,317000,319000,88498,-1.694915254237288
