,날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,2058.76,2058.76,2049.52,2054.99,153446302,479393443444,60710114803509,,,,,,,
1,2017-01-03,2058.94,2068.18,2058.62,2068.18,173366750,511818656278,61103038327242,,,,,,,
2,2017-01-04,2074.18,2082.8,2071.68,2082.38,210955658,666248589793,61518339963715,,,,,,,
3,2017-01-05,2087.6,2094.11,2087.21,2093.7,262178849,611196552971,61862817210525,,,,,,,
4,2017-01-06,2097.75,2098.08,2091.47,2097.66,181150262,500070352511,62017333767034,,,,,,,
5,2017-01-09,2101.13,2101.49,2090.91,2095.24,191998649,591567447807,61947153930505,,,,,,,
6,2017-01-10,2093.76,2095.76,2079.57,2084.66,302533907,763191832769,61634365076109,,,,,,,
7,2017-01-11,2084.98,2090.31,2084.66,2089.77,230858989,592312503998,61770277536268,,,,,,,
8,2017-01-12,2094.14,2095.56,2078.21,2086.92,346771411,901325434938,61675085512558,,,,,,,
9,2017-01-13,2089.56,2098.58,2088.09,2098.37,425096846,1358791653692,62061077160510,,,,,,,
10,2017-01-16,2104.31,2105.36,2079.5,2081.9,273252085,1009804726916,61573396400046,,,,,,,
11,2017-01-17,2083.28,2088.49,2082.04,2084.17,310047470,950501450567,61642522912129,,,,,,,
12,2017-01-18,2086.22,2086.92,2076.06,2086.51,231362238,830545586944,61707248938460,,,,,,,
13,2017-01-19,2089.74,2092.59,2080.43,2081.54,200317640,609440730715,61567887707905,,,,,,,
14,2017-01-20,2081.21,2082.68,2071.24,2073.73,214771434,1008102653505,61338157600730,,49.21392183985063,,,,,
15,2017-01-23,2078.38,2079.14,2058.01,2058.01,198579728,782275231549,60883531001003,,39.18359326387035,,,,,
16,2017-01-24,2057.94,2057.94,2041.27,2042.98,156736107,611249347735,60446385301570,,32.387029135221155,,,,,
17,2017-01-25,2049.94,2051.79,2033.05,2034.18,141686792,517061892068,60187889908192,,29.194104335830126,,,,,
18,2017-01-26,2038.93,2053.17,2037.08,2053.17,122007181,411339746175,60753231294632,,42.3925603044003,,,,,
19,2017-01-31,2051.97,2053.01,2045.24,2049.58,147244651,536292139564,60646412557904,2074.882,40.8425976630235,2036.9738607156721,2074.882,2112.790139284328,3.654004351507973,0.1662721980334643
20,2017-02-01,2049.93,2069.47,2049.93,2069.47,229082314,676332365414,61236648124583,2075.606,51.43671258553729,2038.7054588657568,2075.606,2112.506541134244,3.555640245233782,0.4168575878375622
21,2017-02-02,2066.68,2066.68,2034.09,2038.06,497965915,1126520387917,60341436468428,2074.1,39.42838748674941,2033.8074557765333,2074.1,2114.3925442234663,3.8853039123925086,0.05277085755470812
22,2017-02-03,2041.08,2042.18,2026.04,2031.37,293432326,896749943256,60144053895050,2071.5495,37.424347711377315,2027.4028373968088,2071.5495,2115.6961626031916,4.26218756570301,0.0449316252833157
23,2017-02-06,2037.14,2039.16,2033.14,2037.03,171599971,511310725791,60310924234418,2068.716,40.19395017051032,2023.361803104894,2068.716,2114.0701968951057,4.384767836194608,0.15068282354020507
24,2017-02-07,2039.29,2039.29,2027.05,2033.16,170797401,548868658930,60185745777165,2065.491,38.925352747484624,2019.6576554133342,2065.491,2111.324344586666,4.438009614824362,0.14729826841607022
25,2017-02-08,2036.34,2036.62,2021.63,2029.4,172065500,504955426523,60074789101876,2062.1989999999996,37.680989995026316,2015.9295946007503,2062.1989999999996,2108.468405399249,4.487385106796137,0.14556492873656315
26,2017-02-09,2030.61,2037.77,2026.05,2037.28,137038748,427754408184,60308606057206,2059.83,41.8747388510426,2013.5514818733345,2059.83,2106.1085181266653,4.493430829404893,0.2563664426518577
27,2017-02-10,2043.12,2043.68,2034.49,2040.18,201102299,616450825020,60394650696930,2057.3504999999996,43.38472159619756,2012.4611545046582,2057.3504999999996,2102.239845495341,4.36380145194913,0.3087463761107692
28,2017-02-13,2043.1,2051.15,2037.85,2051.15,190190667,554865681100,60739583194687,2055.562,48.80281472265006,2012.7242061258971,2055.562,2098.3997938741027,4.167988498921733,0.4485034171814921
29,2017-02-14,2054.54,2058.91,2050.66,2058.91,234323379,613046336318,60968319289103,2053.589,52.28168096961128,2015.4413589720132,2053.589,2091.7366410279865,3.715216728175565,0.5697421892496095
30,2017-02-15,2062.31,2071.64,2061.25,2071.64,227935589,647542368568,61343932404221,2053.076,57.396058591585884,2016.2106366354524,2053.076,2089.9413633645477,3.5912322159089722,0.751781052805956
31,2017-02-16,2073.86,2074.39,2061.37,2067.82,231622932,685059305768,61231300228047,2052.2585,55.47464084939286,2017.5239130440543,2052.2585,2086.9930869559453,3.3850108995475447,0.7240058305535244
32,2017-02-17,2067.79,2070.96,2064.84,2070.95,212834682,590099075112,61325311017330,2051.4805,56.75216681977841,2019.2421411863113,2051.4805,2083.7188588136887,3.1429359249272615,0.8019617113966249
33,2017-02-20,2074.2,2075.59,2066.11,2069.94,220843919,531868513419,61294829036501,2050.9005,56.19189637299549,2020.480077599906,2050.9005,2081.3209224000943,2.966542979544267,0.8129394416288733
34,2017-02-21,2074.09,2079.65,2073.38,2079.37,194987876,522126008957,61584303767990,2051.1825,60.14777404571906,2019.8304781353713,2051.1825,2082.5345218646285,3.056970490400398,0.9495324116847662
35,2017-02-22,2084.9,2085.05,2076.11,2079.49,216903928,551548564343,61587709115399,2052.2565000000004,60.19702992956415,2018.6518079020188,2052.2565000000004,2085.861192097982,3.2749017579412283,0.9052038316642562
36,2017-02-23,2081.95,2084.58,2070.18,2071.44,224601175,582283617677,61351333292531,2053.6794999999997,55.262608577474005,2019.3638146797248,2053.6794999999997,2087.9951853202747,3.341873483206601,0.7587810768492328
37,2017-02-24,2072.47,2073.64,2060.37,2063.31,150840876,468292556145,61110854001208,2055.136,50.73902485957032,2021.7955756475696,2055.136,2088.47642435243,3.2445954284709337,0.6225839226519065
38,2017-02-27,2066.83,2066.83,2055.0,2055.97,163303617,494310406254,60894759786355,2055.2760000000003,46.99855663856132,2021.9462598870002,2055.2760000000003,2088.605740113,3.2433347261389667,0.5104111222836828
39,2017-02-28,2057.79,2062.43,2053.5,2061.25,216963853,562527370089,61052123317819,2055.8595,49.861905245459496,2022.5404583120985,2055.8595,2089.1785416879015,3.2413734195261417,0.5808921824717024
40,2017-03-02,2066.41,2067.87,2055.43,2057.89,225129872,591510379237,60711233428335,2055.2805,48.08175413068113,2022.5300340643812,2055.2805,2088.0309659356185,3.186958270233056,0.5398391278635519
41,2017-03-03,2053.52,2053.52,2021.32,2031.44,224635531,589013234325,59959582668732,2054.9494999999997,36.910360182259275,2021.3858360313545,2054.9494999999997,2088.5131639686447,3.2666169138117582,0.14977750906513143
42,2017-03-06,2025.77,2035.27,2019.07,2033.64,186792005,647515168668,60025501160798,2055.0629999999996,38.196597590280156,2021.8050926094238,2055.0629999999996,2088.3209073905755,3.2366800813966137,0.1779262184416615
43,2017-03-07,2034.57,2046.36,2033.31,2046.35,158533837,491096211991,60417336607405,2055.529,45.1535518673086,2023.0426146054979,2055.529,2088.015385394502,3.160878332974346,0.3587254339235674
