날짜,시가총액,거래량,거래대금,상장주식수
2021-07-01,48558475000,2026,59965250,1646050
2021-07-02,49793012500,8338,253058800,1646050
2021-07-05,49710710000,2638,79290100,1646050
2021-07-06,49628407500,3184,95877550,1646050
2021-07-07,49299197500,3794,112903150,1646050
2021-07-08,48640777500,4033,118750300,1646050
2021-07-09,47900055000,3815,110501000,1646050
2021-07-12,48887685000,2783,82472850,1646050
2021-07-13,50945247500,401507,13372972150,1646050
2021-07-14,51850575000,80402,2534715300,1646050
2021-07-15,51109852500,26589,839877650,1646050
2021-07-16,54484255000,166422,5572297400,1646050
2021-07-19,53167415000,28490,918502250,1646050
2021-07-20,51521365000,15104,473798050,1646050
2021-07-21,52508995000,13187,423109750,1646050
2021-07-22,53167415000,3564,114211150,1646050
2021-07-23,53990440000,8584,280240250,1646050
2021-07-26,54731162500,10448,346467250,1646050
2021-07-27,55636490000,10120,336284900,1646050
2021-07-28,55718792500,10599,353659100,1646050
2021-07-29,56871027500,16418,559787000,1646050
2021-07-30,56953330000,13829,476822500,1646050
2021-08-02,54978070000,8956,303023650,1646050
2021-08-03,55142675000,7253,240689800,1646050
2021-08-04,54319650000,3732,122858600,1646050
2021-08-05,55801095000,3675,122143400,1646050
2021-08-06,56541817500,7314,249723500,1646050
2021-08-09,56871027500,41765,1469747750,1646050
2021-08-10,55883397500,9126,310100400,1646050
2021-08-11,55883397500,7834,268151350,1646050
2021-08-12,57282540000,9979,344551850,1646050
2021-08-13,55554187500,10867,370110000,1646050
2021-08-17,51192155000,21418,679534600,1646050
2021-08-18,52920507500,4045,128490850,1646050
2021-08-19,51850575000,2071,65979150,1646050
2021-08-20,50533735000,5573,171663500,1646050
2021-08-23,50286827500,5465,167119450,1646050
2021-08-24,50369130000,5458,167743300,1646050
2021-08-25,50369130000,1778,54162100,1646050
2021-08-26,50369130000,2037,62240900,1646050
2021-08-27,50533735000,2766,84076400,1646050
2021-08-30,49546105000,3511,106551300,1646050
2021-08-31,50698340000,4859,149294100,1646050
2021-09-01,50533735000,2089,64749450,1646050
2021-09-02,49793012500,2081,63228750,1646050
2021-09-03,51109852500,3010,92611300,1646050
2021-09-06,50780642500,1287,40183500,1646050
2021-09-07,52015180000,3491,109697900,1646050
2021-09-08,52015180000,1044,32681900,1646050
2021-09-09,51685970000,1987,62169250,1646050
2021-09-10,50533735000,1838,57024350,1646050
2021-09-13,51192155000,3105,95996200,1646050
2021-09-14,52262087500,3983,125776250,1646050
2021-09-15,51932877500,2014,63779150,1646050
2021-09-16,51274457500,989,30954950,1646050
2021-09-17,50039920000,4373,133827950,1646050
2021-09-23,50204525000,1433,43576450,1646050
2021-09-24,50204525000,7763,238130900,1646050
2021-09-27,52673600000,12363,391333800,1646050
2021-09-28,50780642500,8203,253697050,1646050
2021-09-29,50616037500,4697,143392350,1646050
2021-09-30,50862945000,2939,90597200,1646050
