날짜,시가총액,거래량,거래대금,상장주식수
2021-04-01,40739737500,3957,97771700,1646050
2021-04-02,41315855000,2335,58587650,1646050
2021-04-05,41068947500,1539,38194300,1646050
2021-04-06,40986645000,2354,58298150,1646050
2021-04-07,40575132500,2305,56909950,1646050
2021-04-08,40657435000,1187,29389800,1646050
2021-04-09,40657435000,2228,55126750,1646050
2021-04-12,41809670000,6750,171445300,1646050
2021-04-13,41727367500,5323,135762100,1646050
2021-04-14,42221182500,4355,111761850,1646050
2021-04-15,42221182500,3208,82275000,1646050
2021-04-16,41727367500,10831,271913400,1646050
2021-04-19,41398157500,3301,83296950,1646050
2021-04-20,42303485000,5744,146843750,1646050
2021-04-21,43208812500,10355,269534600,1646050
2021-04-22,44278745000,10848,291040800,1646050
2021-04-23,44278745000,6235,168646800,1646050
2021-04-26,45266375000,9165,248022600,1646050
2021-04-27,44937165000,4234,114984250,1646050
2021-04-28,44196442500,3727,100954600,1646050
2021-04-29,47077030000,11822,330143900,1646050
2021-04-30,45595585000,9780,271255100,1646050
2021-05-03,44854862500,3877,107132450,1646050
2021-05-04,43702627500,5644,149579250,1646050
2021-05-06,44854862500,5030,136247000,1646050
2021-05-07,45924795000,4876,136505900,1646050
2021-05-10,51274457500,81155,2486314000,1646050
2021-05-11,51027550000,35704,1128075150,1646050
2021-05-12,52097482500,29523,942410150,1646050
2021-05-13,49793012500,5922,180372850,1646050
2021-05-14,50039920000,7779,239691150,1646050
2021-05-17,50945247500,8124,251416450,1646050
2021-05-18,49134592500,12783,389317900,1646050
2021-05-20,48887685000,4619,136386150,1646050
2021-05-21,48146962500,3427,100607150,1646050
2021-05-24,46994727500,4465,127688950,1646050
2021-05-25,46747820000,1142,32501350,1646050
2021-05-26,46500912500,2452,69362800,1646050
2021-05-27,46089400000,5934,165040850,1646050
2021-05-28,46007097500,2741,76929800,1646050
2021-05-31,46007097500,2865,79562800,1646050
2021-06-01,45513282500,2593,71429800,1646050
2021-06-02,46171702500,2530,70641700,1646050
2021-06-03,46500912500,1524,42837650,1646050
2021-06-04,45595585000,1618,44929050,1646050
2021-06-07,45760190000,1863,51685000,1646050
2021-06-08,45184072500,1696,46634400,1646050
2021-06-09,45513282500,2425,66867800,1646050
2021-06-10,46171702500,1793,49636500,1646050
2021-06-11,48229265000,365971,11762781850,1646050
2021-06-14,47323937500,38436,1135115950,1646050
2021-06-15,48640777500,13079,383138450,1646050
2021-06-16,47735450000,13368,385264800,1646050
2021-06-17,48393870000,11602,339733050,1646050
2021-06-18,48558475000,21905,655016750,1646050
2021-06-21,51521365000,150073,4857748450,1646050
2021-06-22,50286827500,19710,602964600,1646050
2021-06-23,51439062500,15323,471305700,1646050
2021-06-24,49710710000,13286,404831800,1646050
2021-06-25,49052290000,11225,334315850,1646050
2021-06-28,48393870000,5729,168544900,1646050
2021-06-29,48476172500,2120,62152500,1646050
2021-06-30,48887685000,2810,83213300,1646050
