날짜,시가,고가,저가,종가,거래량,등락률
2024-10-02,9630,9630,9230,9260,55743,-2.320675105485232
2024-10-04,9300,9380,9140,9350,53831,0.9719222462203023
2024-10-07,9310,9320,9180,9220,19310,-1.3903743315508021
2024-10-08,9180,9400,9150,9200,40083,-0.21691973969631237
2024-10-10,9200,9370,9150,9280,38716,0.8695652173913043
2024-10-11,9350,9350,9190,9210,36116,-0.7543103448275862
2024-10-14,9280,9290,9150,9190,35477,-0.21715526601520088
2024-10-15,9260,9290,9150,9190,29958,0.0
2024-10-16,9270,9520,9200,9500,53066,3.373231773667029
2024-10-17,9420,9580,9250,9400,45065,-1.0526315789473684
2024-10-18,9400,9420,9130,9260,63653,-1.4893617021276597
2024-10-21,9250,9250,9070,9070,33993,-2.0518358531317493
2024-10-22,9120,9120,8640,8950,109968,-1.3230429988974641
2024-10-23,9150,9150,8800,9060,71942,1.2290502793296088
2024-10-24,9010,9150,8980,9140,26008,0.8830022075055187
2024-10-25,9080,9160,8870,8880,49990,-2.8446389496717726
2024-10-28,9000,9210,9000,9140,64921,2.9279279279279278
2024-10-29,9200,9360,9120,9270,51299,1.4223194748358863
2024-10-30,9350,9450,9270,9340,41199,0.7551240560949299
2024-10-31,9440,9690,9350,9630,102709,3.1049250535331905
