날짜,시가총액,거래량,거래대금,상장주식수
2019-10-01,20209239900,423657,16550521550,536766
2019-10-02,19591959000,122864,4681526200,536766
2019-10-04,18437912100,53729,1918730000,536766
2019-10-07,18062175900,28182,957689350,536766
2019-10-08,19001516400,210929,7841488300,536766
2019-10-10,20450784600,218491,8636857600,536766
2019-10-11,21577993200,298057,12303307650,536766
2019-10-14,22517333700,180386,7585328200,536766
2019-10-15,21739023000,56301,2326053900,536766
2019-10-16,21685346400,47763,1955607700,536766
2019-10-17,21685346400,32617,1331391600,536766
2019-10-18,21765861300,49359,2037645950,536766
2019-10-21,21175418700,23330,931261750,536766
2019-10-22,20933874000,22319,876696200,536766
2019-10-23,20531299500,25796,986592150,536766
2019-10-24,20048210100,21787,817696200,536766
2019-10-25,19860342000,13301,493803200,536766
2019-10-28,19779827100,10908,402036150,536766
2019-10-29,19672473900,11523,424075850,536766
2019-10-30,21363286800,124247,4950614350,536766
2019-10-31,20719167600,45353,1794795300,536766
2019-11-01,20155563300,19190,724446050,536766
2019-11-04,21631669800,232979,9626001900,536766
2019-11-05,21309610200,38889,1544765800,536766
2019-11-06,21792699600,71859,2916412650,536766
2019-11-07,21148580400,38424,1533520300,536766
2019-11-08,20960712300,12402,486189850,536766
2019-11-11,20397108000,13464,514351250,536766
2019-11-12,20370269700,15902,604347950,536766
2019-11-13,20880197400,16680,643731900,536766
2019-11-14,20531299500,6677,255832450,536766
2019-11-15,20558137800,14452,557277950,536766
2019-11-18,20423946300,6740,256665000,536766
2019-11-19,20531299500,16041,612359700,536766
2019-11-20,20021371800,11365,430002750,536766
2019-11-21,19323576000,14100,513658450,536766
2019-11-22,19216222800,6488,234088150,536766
2019-11-25,19269899400,2533,91395500,536766
2019-11-26,19672473900,9081,331810800,536766
2019-11-27,19860342000,6716,245904400,536766
2019-11-28,21739023000,185656,7424042950,536766
2019-11-29,20933874000,57462,2284458400,536766
2019-12-02,21524316600,35184,1388936050,536766
2019-12-03,21255933600,13200,521360950,536766
2019-12-04,21470640000,49312,1986389450,536766
2019-12-05,22007406000,67308,2761091250,536766
2019-12-06,21309610200,52370,2161370500,536766
2019-12-09,20236078200,47035,1777701250,536766
2019-12-10,20397108000,19077,725391750,536766
2019-12-11,20423946300,18431,708342700,536766
2019-12-12,20504461200,8110,309105800,536766
2019-12-13,20423946300,11115,423963450,536766
2019-12-16,19967695200,10852,407563350,536766
2019-12-17,19806665400,26843,986259100,536766
2019-12-18,19672473900,18984,707070550,536766
2019-12-19,19377252600,14174,515985450,536766
2019-12-20,19457767500,10627,385407700,536766
2019-12-23,25281678600,439350,18894173150,536766
2019-12-24,32850079200,693846,41965847900,536766
2019-12-26,27214036200,667761,37127972350,536766
2019-12-27,32366989800,1452978,85677713450,536766
2019-12-30,33547875000,941048,64650053900,536766
