news_title,news_category,news_date
"<유>솔루스첨단소재2우B, 전일 대비 12.54% 상승.. 일일회전율은 6.09% 기록",증권News봇,2021.06.21
“제2의 전성기 온다”…다시 뛰는 OLED 소재株,증권국내증시,2021.06.21
"솔루스첨단소재, LG디스플레이 TV 공급망 진입…맞춤형 기술로 국내외 OLED 고객사 싹쓸이",산업기업,2021.06.14
[이번주 추천주]솔루스첨단소재·KCC 등 실적 성장株에 주목,증권국내증시,2021.06.14
"<유>솔루스첨단소재2우B, 전일 대비 18.18% 상승.. 일일회전율은 6.48% 기록",증권News봇,2021.06.11
"<유>두산퓨얼셀2우B, 상한가 진입.. +29.97% ↑",증권News봇,2021.06.11
보복소비 2분기 폭발…경기민감株 더 간다,증권국내증시,2021.05.30
"솔루스첨단소재, 항공우주용 특수동박 양산 성공…에어버스에 공급",산업기업,2021.05.11
"[이번 주 추천주] 공매도 우려 있지만 실적 중심 접근 필요...롯데케미칼, LG전자 등",증권국내증시,2021.05.10
"솔루스첨단소재, 룩셈부르크 동박공장 증설…“5G 수요 폭증 대비”",산업산업일반,2021.05.03
[기업공시 4월 22일]칩스앤미디어1분기 영업익 전년동기대비 흑자 전환 등,증권국내증시,2021.04.23
장 중 기업공시[4월 22일],증권국내증시,2021.04.22
"[개장 시황] 코스피 3073.77.. 외국인의 순매수에 상승 출발 (▲12.35, +0.40%)",증권News봇,2021.04.01
