news_title,news_category,news_date
"[기업공시 8월 31일]우수AMS, 코빛파트너스 대상으로 약 75억원 유상증자 결정 등",증권종목·투자전략,2020.09.01
장 마감 후 기업공시[8월 31일],증권,2020.08.31
"[마켓브리핑] 활발하게 매입 이어가는 SPV…한달새 발행회사채 2,000억원 인수",증권IB&Deal,2020.08.31
"[마켓브리핑] 시그니엘 6,400억원 공실 부담…롯데물산 현금조달 확대",증권IB&Deal,2020.08.18
[마켓브리핑] 한숨돌린 단기금융시장…마구잡이 발행 줄이는 기업들,증권IB&Deal,2020.08.05
기업형벤처캐피털 규제 완화에..되레 고민 빠진 롯데,산업기업,2020.08.04
장 마감 후 기업공시[7월 31일],증권종목·투자전략,2020.07.31
[특징주] '형제의 난' 재점화 가능성에...롯데지주 강세,증권국내증시,2020.07.23
"<유>롯데지주우, 매도잔량 1033% 급증",증권News봇,2020.07.23
"<유>롯데지주우, 전일 대비 15.04% 상승.. 일일회전율은 29.18% 기록",증권News봇,2020.07.23
기업형벤처캐피털 규제 완화에..되레 고민 빠진 롯데,산업기업,2020.08.04
장 마감 후 기업공시[7월 31일],증권종목·투자전략,2020.07.31
[특징주] '형제의 난' 재점화 가능성에...롯데지주 강세,증권국내증시,2020.07.23
"<유>롯데지주우, 매도잔량 1033% 급증",증권News봇,2020.07.23
"<유>롯데지주우, 전일 대비 15.04% 상승.. 일일회전율은 29.18% 기록",증권News봇,2020.07.23
