,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,50000,51000,49800,51000,2491,1.1904761904761905,,,,,,,
1,2017-01-03,51100,51300,50500,51200,1665,0.392156862745098,,,,,,,
2,2017-01-04,51100,51500,50700,51200,1205,0.0,,,,,,,
3,2017-01-05,50700,51100,50100,50800,1722,-0.78125,,,,,,,
4,2017-01-06,50800,51200,50600,51200,2051,0.7874015748031495,,,,,,,
5,2017-01-09,51700,51700,51000,51300,2265,0.1953125,,,,,,,
6,2017-01-10,50600,51400,50600,50800,2084,-0.9746588693957114,,,,,,,
7,2017-01-11,51300,51300,50700,51000,1780,0.3937007874015747,,,,,,,
8,2017-01-12,51200,54300,50000,50900,7678,-0.196078431372549,,,,,,,
9,2017-01-13,50800,51500,50500,51100,1063,0.3929273084479371,,,,,,,
10,2017-01-16,50800,51400,50500,51400,1388,0.5870841487279843,,,,,,,
11,2017-01-17,51400,51600,51000,51600,2330,0.3891050583657587,,,,,,,
12,2017-01-18,51700,51800,50800,50900,2273,-1.3565891472868217,,,,,,,
13,2017-01-19,51000,51100,50800,51100,1379,0.3929273084479371,,,,,,,
14,2017-01-20,50800,51500,50800,51200,1689,0.1956947162426614,,52.60475527872025,,,,,
15,2017-01-23,51200,51300,51100,51200,871,0.0,,52.60475527872025,,,,,
16,2017-01-24,51200,51200,50000,50400,1716,-1.5625,,37.784024516345866,,,,,
17,2017-01-25,50300,51500,50300,51400,2497,1.984126984126984,,54.89183612524124,,,,,
18,2017-01-26,51400,51600,51000,51600,1087,0.3891050583657587,,57.41400423378404,,,,,
19,2017-01-31,51700,52500,51700,51900,3019,0.5813953488372093,51160.0,60.94182691822444,50510.69267677008,51160.0,51809.30732322992,2.538339809342929,1.0698380208611664
20,2017-02-01,51900,52300,51700,51700,1681,-0.3853564547206166,51195.0,57.520786673634134,50509.50747633544,51195.0,51880.49252366456,2.677966690749322,0.8683482916052336
21,2017-02-02,51700,52000,51000,51300,2384,-0.7736943907156674,51200.0,51.31621241163966,50512.97743850729,51200.0,51887.02256149271,2.6836818808309033,0.5727778137174473
22,2017-02-03,51700,51800,51100,51600,1484,0.5847953216374269,51220.0,55.2177767039937,50511.19819413322,51220.0,51928.80180586678,2.767675930756659,0.7680580077919703
23,2017-02-06,51400,52000,51400,51600,1770,0.0,51260.0,55.21777670399371,50560.28577261856,51260.0,51959.71422738144,2.7300594123349153,0.7429563289518866
24,2017-02-07,52100,52100,51500,51800,1449,0.3875968992248062,51290.0,57.830712733881825,50552.70765635332,51290.0,52027.29234364668,2.8749945160720642,0.845860094977738
25,2017-02-08,51800,52100,51800,52000,1539,0.3861003861003861,51325.0,60.32380216033308,50525.312561059,51325.0,52124.687438941,3.1161712184744292,0.9220398915443014
26,2017-02-09,51500,52200,51100,52100,1349,0.1923076923076923,51390.0,61.54790058832634,50560.783502334874,51390.0,52219.216497665126,3.2271511876439996,0.9281149747980108
27,2017-02-10,51900,52400,51700,52400,1652,0.5758157389635317,51460.0,65.03325858480093,50542.612404705615,51460.0,52377.387595294385,3.5654395464220188,1.0123243462314084
28,2017-02-13,51800,52700,51800,52400,1752,0.0,51535.0,65.03325858480095,50569.02898594211,51535.0,52500.97101405789,3.748796018464694,0.9477360021219856
29,2017-02-14,52500,52600,52100,52500,1555,0.1908396946564885,51605.0,66.21704429286545,50574.51467744561,51605.0,52635.48532255439,3.9937421666675403,0.934261401114114
30,2017-02-15,52400,52700,52100,52700,1670,0.3809523809523809,51670.0,68.51300191271574,50540.2212606001,51670.0,52799.7787393999,4.37305492316587,0.95584146881145
31,2017-02-16,52700,53000,52500,52800,1524,0.1897533206831119,51730.0,69.62458796550108,50498.57805769101,51730.0,52961.42194230899,4.760958601619907,0.934457095182861
32,2017-02-17,52900,53000,52500,52600,1473,-0.3787878787878788,51815.0,64.70462498791115,50589.80613778878,51815.0,53040.19386221122,4.72910879942573,0.8203574651374916
33,2017-02-20,52600,52700,52000,52200,614,-0.7604562737642585,51870.0,56.15747289891304,50679.87395625503,51870.0,53060.12604374497,4.58888006070934,0.63864077747664
34,2017-02-21,52500,52600,52000,52600,731,0.7662835249042145,51940.0,61.61760182215408,50751.05088418383,51940.0,53128.94911581617,4.578163711267497,0.7775560329791468
35,2017-02-22,52100,52900,52000,52700,1509,0.1901140684410646,52015.0,62.86280746321997,50833.01015232784,52015.0,53196.98984767216,4.544803797643593,0.7897656021957623
36,2017-02-23,52300,52600,52200,52300,931,-0.7590132827324478,52110.0,55.15488042480003,51185.0135136122,52110.0,53034.9864863878,3.5501304409434,0.6027042031402944
37,2017-02-24,52200,52400,51300,51300,1743,-1.9120458891013383,52105.0,41.46617232734189,51163.77739083676,52105.0,53046.22260916324,3.612791897757375,0.07236471363790543
38,2017-02-27,51300,51600,51300,51500,1514,0.3898635477582846,52100.0,44.43635994651103,51147.10966003424,52100.0,53052.89033996576,3.6579283683906234,0.18516838987917472
39,2017-02-28,51300,51700,51300,51700,3073,0.3883495145631068,52090.0,47.31538505509035,51124.80571903888,52090.0,53055.19428096112,3.7058716873147284,0.29796813569406677
40,2017-03-02,51700,52600,51700,52500,1894,1.5473887814313347,52130.0,56.9289578292709,51166.464842364294,52130.0,53093.535157635706,3.6966627954563824,0.6920012970299366
41,2017-03-03,52500,53900,52000,53600,4683,2.0952380952380953,52245.0,66.09118411651066,51163.38084336488,52245.0,53326.61915663512,4.140565246952317,1.126375740336996
42,2017-03-06,53500,53900,52000,52100,1347,-2.798507462686567,52270.0,50.359359709518934,51226.73589154037,52270.0,53313.26410845963,3.9918274668438207,0.4185249455907177
43,2017-03-07,52100,52400,51400,52400,838,0.5758157389635317,52310.0,52.78024369669228,51312.20242533865,52310.0,53307.79757466135,3.8149400675257197,0.5450993279025286
