날짜,시가,고가,저가,종가,거래량,등락률
2020-08-03,21476,22008,21282,21524,25924,-1.1118257833318017
2020-08-04,21863,22056,21282,21524,30933,0.0
2020-08-05,21911,21911,20992,21186,32583,-1.5703400854859693
2020-08-06,21234,21572,21137,21428,20025,1.142263759086189
2020-08-07,21476,21669,21089,21476,27880,0.22400597349262646
2020-08-10,21524,22491,21137,21911,105977,2.0255168560253307
2020-08-11,22540,22733,21427,21670,51030,-1.0999041577289945
2020-08-12,21959,21959,20798,20992,24613,-3.1287494231656665
2020-08-13,21330,21330,20218,20847,27942,-0.6907393292682927
2020-08-14,21137,21137,20073,20364,23831,-2.316880126636926
2020-08-18,19928,20315,18380,18767,30212,-7.8422706737379695
2020-08-19,19105,19589,18380,19058,19592,1.550594127990622
2020-08-20,19347,19589,17558,17703,33943,-7.109875118060657
2020-08-21,18332,18332,17171,17655,18468,-0.27114048466361634
2020-08-24,17558,18090,17026,17945,14831,1.642594165958652
2020-08-25,18186,18235,17751,18139,13208,1.0810810810810811
2020-08-26,18332,22201,17606,19396,138545,6.929819725453442
2020-08-27,19492,19492,18525,18526,24248,-4.485460919777274
2020-08-28,19057,19976,18380,18719,30233,1.0417791212350211
2020-08-31,18719,19154,18573,18767,11182,0.2564239542710615
