날짜,시가총액,거래량,거래대금,상장주식수
2023-01-02,35238340000,3068,35892500,2986300
2023-01-03,35089025000,2407,27550150,2986300
2023-01-04,34790395000,2842,33572700,2986300
2023-01-05,35089025000,1144,13384850,2986300
2023-01-06,35387655000,2637,31271050,2986300
2023-01-09,36134230000,6510,78970100,2986300
2023-01-10,36880805000,2721,33329950,2986300
2023-01-11,36880805000,1199,14878050,2986300
2023-01-12,37776695000,27100,348193200,2986300
2023-01-13,37926010000,3648,46520700,2986300
2023-01-16,38224640000,12883,169289700,2986300
2023-01-17,37478065000,5140,65213350,2986300
2023-01-18,36731490000,5252,64770750,2986300
2023-01-19,37179435000,1642,20273000,2986300
2023-01-20,36880805000,3614,44607750,2986300
2023-01-25,38015599000,2555,32081020,2986300
2023-01-26,38463544000,4603,58829100,2986300
2023-01-27,38075325000,3860,49529940,2986300
2023-01-30,37866284000,896,11413620,2986300
2023-01-31,37866284000,3911,50041570,2986300
2023-02-01,38224640000,1950,24870940,2986300
2023-02-02,38284366000,4864,62723450,2986300
2023-02-03,38762174000,14384,189022850,2986300
2023-02-06,38164914000,5287,67685490,2986300
2023-02-07,38314229000,4072,51925440,2986300
2023-02-08,38164914000,3034,38694310,2986300
2023-02-09,39449023000,68162,909998860,2986300
2023-02-10,38821900000,18093,235362070,2986300
2023-02-13,39001078000,8608,111734850,2986300
2023-02-14,38851763000,4085,52848810,2986300
2023-02-15,38314229000,4868,62902690,2986300
2023-02-16,38762174000,6240,80698260,2986300
2023-02-17,38075325000,7091,91193980,2986300
2023-02-20,38194777000,12030,151334350,2986300
2023-02-21,38373955000,9725,125259280,2986300
2023-02-22,37926010000,6266,78926820,2986300
2023-02-23,38284366000,1929,24435070,2986300
2023-02-24,38284366000,2276,28967540,2986300
2023-02-27,37985736000,2208,27871670,2986300
2023-02-28,37985736000,2092,26564990,2986300
2023-03-02,38015599000,2614,33277980,2986300
2023-03-03,38224640000,4554,58049230,2986300
2023-03-06,38254503000,9361,118804800,2986300
2023-03-07,39359434000,18034,233151650,2986300
2023-03-08,37926010000,9594,123334260,2986300
2023-03-09,38792037000,7670,98696530,2986300
2023-03-10,38672585000,5927,76560240,2986300
2023-03-13,38493407000,3466,44440070,2986300
2023-03-14,38015599000,6694,84100960,2986300
2023-03-15,38523270000,5883,75473260,2986300
2023-03-16,37926010000,5789,72295050,2986300
2023-03-17,37298887000,3282,41205160,2986300
2023-03-20,37298887000,3862,47774160,2986300
2023-03-21,37298887000,8861,109430770,2986300
2023-03-22,37239161000,982,12170120,2986300
2023-03-23,35447381000,18974,226981610,2986300
2023-03-24,36223819000,3450,40962350,2986300
2023-03-27,35835600000,2468,29518090,2986300
2023-03-28,36253682000,2568,31151850,2986300
2023-03-29,36731490000,4065,49267260,2986300
2023-03-30,36253682000,3153,38573320,2986300
2023-03-31,35716148000,2076,25059610,2986300
