투자자구분,매도,매수,순매수
금융투자,168007079100,74942816000,-93064263100
보험,34983356200,23626025000,-11357331200
투신,14406334800,13385398000,-1020936800
사모,12971963500,21236175100,8264211600
은행,1315998800,1341406300,25407500
기타금융,32482400,18849100,-13633300
연기금 등,740321577400,739526394700,-795182700
기관합계,972038792200,874077064200,-97961728000
기타법인,5589638000,5911313100,321675100
개인,354342896900,298323600200,-56019296700
외국인,429467703248,584472392748,155004689500
기타외국인,2769923900,1424584000,-1345339900
전체,1764208954248,1764208954248,0
