투자자구분,매도,매수,순매수
금융투자,167142306800,67927031400,-99215275400
보험,9023125300,6944779800,-2078345500
투신,10896137400,17011971000,6115833600
사모,58525783300,4855742200,-53670041100
은행,186606200,2187899800,2001293600
기타금융,268531500,203770500,-64761000
연기금 등,736299271300,749604523100,13305251800
기관합계,982341761800,848735717800,-133606044000
기타법인,5545715800,5380088600,-165627200
개인,364377214700,314691879700,-49685335000
외국인,316345353200,500906297300,184560944100
기타외국인,2673819400,1569881500,-1103937900
전체,1671283864900,1671283864900,0
