투자자구분,매도,매수,순매수
금융투자,112200838400,77837223500,-34363614900
보험,1580024400,351908000,-1228116400
투신,7341108400,12817453000,5476344600
사모,12684436900,11801924200,-882512700
은행,127270600,976341900,849071300
기타금융,1148825000,4865100,-1143959900
연기금 등,427849822900,409190704500,-18659118400
기관합계,562932326600,512980420200,-49951906400
기타법인,2864292200,3704668900,840376700
개인,151903129200,312250911300,160347782100
외국인,416199475800,304530703900,-111668771900
기타외국인,289390000,721909500,432519500
전체,1134188613800,1134188613800,0
