투자자구분,매도,매수,순매수
금융투자,294126940300,109701575400,-184425364900
보험,3578789500,6044999200,2466209700
투신,15366275500,18036584400,2670308900
사모,39169752000,13088883600,-26080868400
은행,1652402800,171739000,-1480663800
기타금융,190794400,1549488500,1358694100
연기금 등,661622836100,600689208500,-60933627600
기관합계,1015707790600,749282478600,-266425312000
기타법인,4938577300,7617702600,2679125300
개인,203393971100,383430957600,180036986500
외국인,699644700269,783112638369,83467938100
기타외국인,568390100,809652200,241262100
전체,1924253429369,1924253429369,0
