투자자구분,매도,매수,순매수
금융투자,226463261900,173488210600,-52975051300
보험,7193095200,1505291400,-5687803800
투신,18868193000,11571288500,-7296904500
사모,32527641800,9485316800,-23042325000
은행,579967000,141850800,-438116200
기타금융,47777000,1375930800,1328153800
연기금 등,714517140400,610237060600,-104280079800
기관합계,1000197076300,807804949500,-192392126800
기타법인,7006140500,7739754000,733613500
개인,212990185100,346690264300,133700079200
외국인,624004415349,682005002449,58000587100
기타외국인,708800900,666647900,-42153000
전체,1844906618149,1844906618149,0
