투자자구분,매도,매수,순매수
금융투자,207804186400,97293542300,-110510644100
보험,2733516300,3168274400,434758100
투신,18238608100,21502804100,3264196000
사모,37195184700,13562529000,-23632655700
은행,127270600,1184766500,1057495900
기타금융,1150286600,7313800,-1142972800
연기금 등,835934835700,733000816600,-102934019100
기관합계,1103183888400,869720046700,-233463841700
기타법인,8493884600,8914522500,420637900
개인,249219195800,548299513400,299080317600
외국인,600918930008,533871393508,-67047536500
기타외국인,445954200,1456376900,1010422700
전체,1962261853008,1962261853008,0
