투자자구분,매도,매수,순매수
금융투자,58030669000,130195803100,72165134100
보험,5030757700,1142425300,-3888332400
투신,10021187100,4864115800,-5157071300
사모,4668556900,2128140100,-2540416800
은행,70788800,0,-70788800
기타금융,40528200,1247000,-39281200
연기금 등,378305953100,308170365200,-70135587900
기관합계,456168440800,446502096500,-9666344300
기타법인,4425139800,2227335300,-2197804500
개인,135067615800,115987358400,-19080257400
외국인,344540353596,375603255596,31062902000
기타외국인,324743700,206247900,-118495800
전체,940526293696,940526293696,0
