투자자구분,매도,매수,순매수
금융투자,57303517900,40420864800,-16882653100
보험,3379939000,2509128000,-870811000
투신,8292268200,3342466600,-4949801600
사모,13301596000,4437417300,-8864178700
은행,20550000,775939600,755389600
기타금융,42210700,152433600,110222900
연기금 등,206492764300,177842524700,-28650239600
기관합계,288832846100,229480774600,-59352071500
기타법인,3241859500,3719741600,477882100
개인,94648231600,161659374100,67011142500
외국인,291787820546,283582812846,-8205007700
기타외국인,257453500,325508100,68054600
전체,678768211246,678768211246,0
