투자자구분,매도,매수,순매수
금융투자,94563222600,67825881200,-26737341400
보험,9232775800,16470311500,7237535700
투신,9890331900,36721365400,26831033500
사모,5958670700,115967100900,110008430200
은행,1806917400,1140505600,-666411800
기타금융,292449400,2356497600,2064048200
연기금 등,493145839500,513836035400,20690195900
기관합계,614890207300,754317697600,139427490300
기타법인,11536671400,10375375000,-1161296400
개인,1144997258300,454391479300,-690605779000
외국인,289301739800,843347438600,554045698800
기타외국인,3453570700,1747457000,-1706113700
전체,2064179447500,2064179447500,0
