투자자구분,매도,매수,순매수
금융투자,108933641700,516990816800,408057175100
보험,13833175300,6944863800,-6888311500
투신,16341279100,173106853100,156765574000
사모,10487985800,94284057600,83796071800
은행,142653200,1303490400,1160837200
기타금융,745658700,1890446600,1144787900
연기금 등,1031394801700,1046683991600,15289189900
기관합계,1181879195500,1841204519900,659325324400
기타법인,7455425200,8125708400,670283200
개인,616901581500,295586381100,-321315200400
외국인,828384528802,490931909202,-337452619600
기타외국인,1728462000,500674400,-1227787600
전체,2636349193002,2636349193002,0
