투자자구분,매도,매수,순매수
금융투자,250916378200,103536343200,-147380035000
보험,4459943100,3332711300,-1127231800
투신,35409773000,12411332800,-22998440200
사모,39814880100,14198013300,-25616866800
은행,292627700,3166166000,2873538300
기타금융,454719100,719023200,264304100
연기금 등,494345859500,414351481500,-79994378000
기관합계,825694180700,551715071300,-273979109400
기타법인,2370144500,13121716400,10751571900
개인,212465892400,356565533400,144099641000
외국인,464065194177,582640033777,118574839600
기타외국인,551841600,1104898500,553056900
전체,1505147253377,1505147253377,0
