투자자구분,매도,매수,순매수
금융투자,211551065700,158557908000,-52993157700
보험,16405596300,2224952600,-14180643700
투신,15998336000,16522693700,524357700
사모,66230755700,10949459400,-55281296300
은행,273392500,2274271600,2000879100
기타금융,353680600,697543000,343862400
연기금 등,997768838800,974951990900,-22816847900
기관합계,1308581665600,1166178819200,-142402846400
기타법인,8137123800,8417560400,280436600
개인,744031925000,519842964600,-224188960400
외국인,689387103571,1055560936071,366173832500
기타외국인,2560527400,2698065100,137537700
전체,2752698345371,2752698345371,0
