날짜,시가총액,거래량,거래대금,상장주식수
2022-01-03,178203037500,4203,459351500,1627425
2022-01-04,174948187500,1633,176282000,1627425
2022-01-05,172507050000,2888,306827500,1627425
2022-01-06,170879625000,2440,257957500,1627425
2022-01-07,174948187500,2101,224017000,1627425
2022-01-10,174948187500,2415,258148500,1627425
2022-01-11,172507050000,1777,187976500,1627425
2022-01-12,174134475000,5054,538748500,1627425
2022-01-13,171693337500,2474,262378500,1627425
2022-01-14,172507050000,2748,290024000,1627425
2022-01-17,168438487500,1979,206951500,1627425
2022-01-18,165183637500,1975,201774500,1627425
2022-01-19,164369925000,2883,291582500,1627425
2022-01-20,164369925000,1043,105938500,1627425
2022-01-21,165183637500,1983,199574000,1627425
2022-01-24,162742500000,2947,295091900,1627425
2022-01-25,161440560000,6474,643839600,1627425
2022-01-26,159813135000,4879,481799400,1627425
2022-01-27,157046512500,8732,848605600,1627425
2022-01-28,163556212500,7598,753839400,1627425
2022-02-03,163556212500,1676,169238500,1627425
2022-02-04,164369925000,1615,162302000,1627425
2022-02-07,163556212500,2658,266152000,1627425
2022-02-08,162742500000,1870,188497500,1627425
2022-02-09,162742500000,2441,244302300,1627425
2022-02-10,163556212500,850,85273000,1627425
2022-02-11,162742500000,2853,285241400,1627425
2022-02-14,161277817500,1882,186654100,1627425
2022-02-15,160464105000,2400,236931600,1627425
2022-02-16,171693337500,8007,828991700,1627425
2022-02-17,170879625000,2579,270616500,1627425
2022-02-18,170879625000,749,78016500,1627425
2022-02-21,167624775000,857,88072500,1627425
2022-02-22,162742500000,4104,411876600,1627425
2022-02-23,164369925000,893,89849000,1627425
2022-02-24,162417015000,3479,347648800,1627425
2022-02-25,165183637500,2244,226406500,1627425
2022-02-28,165997350000,827,83808500,1627425
2022-03-02,166811062500,3884,397240000,1627425
2022-03-03,168438487500,1846,189775500,1627425
2022-03-04,167624775000,1373,140688000,1627425
2022-03-07,165997350000,2005,203490000,1627425
2022-03-08,166811062500,1800,184241000,1627425
2022-03-10,175761900000,18253,2004218000,1627425
2022-03-11,175761900000,6543,706306500,1627425
2022-03-14,174134475000,3681,397965500,1627425
2022-03-15,176575612500,2201,236484500,1627425
2022-03-16,177389325000,3019,326911500,1627425
2022-03-17,179016750000,3088,339898500,1627425
2022-03-18,179830462500,2378,261465500,1627425
2022-03-21,176575612500,2402,262579500,1627425
2022-03-22,176575612500,1296,140332500,1627425
2022-03-23,175761900000,2784,301111500,1627425
2022-03-24,175761900000,2056,220714000,1627425
2022-03-25,177389325000,1486,160197000,1627425
2022-03-28,174948187500,1800,194983500,1627425
2022-03-29,174134475000,1526,163814000,1627425
2022-03-30,174134475000,2847,304603500,1627425
2022-03-31,174948187500,2830,304518000,1627425
