날짜,시가,고가,저가,종가,거래량,등락률
2024-11-01,5320,5470,5320,5420,59122,0.3703703703703704
2024-11-04,5440,5460,5280,5350,62296,-1.2915129151291513
2024-11-05,5400,5460,5320,5450,69827,1.8691588785046727
2024-11-06,5490,5550,5310,5350,93933,-1.834862385321101
2024-11-07,5350,5450,5170,5230,164880,-2.2429906542056073
2024-11-08,5210,5300,5080,5120,119980,-2.1032504780114722
2024-11-11,5090,5170,5060,5170,74192,0.9765625
2024-11-12,5170,5200,5020,5030,102981,-2.7079303675048356
2024-11-13,5010,5050,4910,4935,91699,-1.8886679920477136
2024-11-14,4935,5050,4930,5000,934606,1.3171225937183384
2024-11-15,5000,5030,4875,5000,146933,0.0
2024-11-18,4960,5100,4960,5000,51968,0.0
2024-11-19,5000,5050,4955,5000,62170,0.0
2024-11-20,5000,5100,4995,5080,34665,1.6
2024-11-21,5080,5180,5050,5150,58049,1.3779527559055118
2024-11-22,5130,5180,5100,5100,34713,-0.9708737864077669
2024-11-25,5100,5130,5060,5090,58427,-0.19607843137254902
2024-11-26,5070,5110,5040,5060,20973,-0.5893909626719057
2024-11-27,5070,5120,5060,5120,34440,1.185770750988142
2024-11-28,5130,5230,5120,5170,45488,0.9765625
2024-11-29,5130,5220,5070,5160,48817,-0.19342359767891684
