,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,3265,3315,3250,3285,17573,1.3888888888888888,,,,,,,
1,2017-01-03,3285,3335,3240,3315,21743,0.91324200913242,,,,,,,
2,2017-01-04,3315,3410,3310,3405,33194,2.7149321266968327,,,,,,,
3,2017-01-05,3405,3465,3405,3455,48593,1.4684287812041117,,,,,,,
4,2017-01-06,3455,3485,3445,3475,36322,0.5788712011577424,,,,,,,
5,2017-01-09,3470,3490,3420,3450,15619,-0.7194244604316548,,,,,,,
6,2017-01-10,3420,3450,3390,3420,12463,-0.8695652173913043,,,,,,,
7,2017-01-11,3420,3520,3420,3515,89961,2.7777777777777777,,,,,,,
8,2017-01-12,3525,3530,3490,3525,47544,0.2844950213371266,,,,,,,
9,2017-01-13,3525,3555,3500,3550,39833,0.7092198581560284,,,,,,,
10,2017-01-16,3550,3560,3470,3510,15822,-1.1267605633802815,,,,,,,
11,2017-01-17,3515,3630,3495,3570,76504,1.7094017094017095,,,,,,,
12,2017-01-18,3585,3600,3480,3600,43126,0.8403361344537815,,,,,,,
13,2017-01-19,3600,3630,3480,3585,21897,-0.4166666666666667,,,,,,,
14,2017-01-20,3580,3580,3520,3550,15778,-0.9762900976290098,,68.4250311480982,,,,,
15,2017-01-23,3560,3565,3500,3540,26794,-0.2816901408450704,,66.3379454234443,,,,,
16,2017-01-24,3565,3565,3475,3510,37993,-0.847457627118644,,60.387140833375504,,,,,
17,2017-01-25,3510,3520,3455,3460,19937,-1.4245014245014245,,52.01268860957423,,,,,
18,2017-01-26,3470,3600,3450,3600,52997,4.046242774566474,,66.16255225099418,,,,,
19,2017-01-31,3585,3595,3545,3580,47261,-0.5555555555555556,3495.0,63.29139393251496,3322.7792114755016,3495.0,3667.2207885244984,9.855266868354702,0.7467762478857445
20,2017-02-01,3580,3610,3560,3600,44303,0.5586592178770949,3510.75,64.93032726187714,3362.2483165078593,3510.75,3659.2516834921407,8.459826731732008,0.8005016438238677
21,2017-02-02,3600,3630,3545,3565,20448,-0.9722222222222222,3523.25,59.89094512240405,3403.4470367645276,3523.25,3643.0529632354724,6.800707485161278,0.6742444380025079
22,2017-02-03,3595,3595,3500,3560,31706,-0.1402524544179523,3531.0,59.18426543909766,3423.3617168475826,3531.0,3638.6382831524174,6.096759170343667,0.6347104355006088
23,2017-02-06,3590,3670,3580,3610,104582,1.4044943820224718,3538.75,63.78600992625594,3431.79790792135,3538.75,3645.70209207865,6.044625479542206,0.8330930635167216
24,2017-02-07,3620,3620,3560,3620,24686,0.2770083102493075,3546.0,64.64456034625809,3437.6671794883932,3546.0,3654.3328205116068,6.110142160835125,0.8415400783000552
25,2017-02-08,3620,3655,3555,3600,14576,-0.5524861878453038,3553.5,61.50399776642443,3452.252777815883,3553.5,3654.747222184117,5.69845066464709,0.7296359297415596
26,2017-02-09,3610,3615,3525,3615,31417,0.4166666666666667,3563.25,62.95751931773399,3479.2098310330116,3563.25,3647.2901689669884,4.717051510109501,0.8078884814018388
27,2017-02-10,3635,3645,3605,3640,17044,0.6915629322268326,3569.5,65.30856740516073,3482.213116678392,3569.5,3656.786883321608,4.890706447491693,0.9038407451222835
28,2017-02-13,3640,3670,3580,3660,71754,0.5494505494505495,3576.25,67.10717841987974,3483.0901910693246,3576.25,3669.4098089306754,5.209915913634413,0.9494964135355964
29,2017-02-14,3675,3675,3610,3625,21670,-0.9562841530054644,3580.0,61.13381115907738,3485.3427234704063,3580.0,3674.6572765295937,5.28811600723987,0.7376996341423957
30,2017-02-15,3620,3665,3575,3580,34330,-1.2413793103448276,3583.5,54.42593151001757,3494.4438379448115,3583.5,3672.5561620551885,4.9703453079496835,0.4803494788051217
31,2017-02-16,3615,3635,3580,3620,23625,1.11731843575419,3586.0,58.75782267702222,3495.8002217297626,3586.0,3676.1997782702374,5.030662480214021,0.6884705298173596
32,2017-02-17,3620,3630,3550,3595,13402,-0.6906077348066298,3585.75,55.22470699531905,3495.679194518979,3585.75,3675.820805481021,5.02381959037976,0.5513484916150165
33,2017-02-20,3610,3610,3515,3555,25589,-1.1126564673157162,3584.25,50.040109123339306,3493.1854624455823,3584.25,3675.3145375544177,5.0813719776476365,0.33939961270587365
34,2017-02-21,3550,3635,3400,3600,45890,1.2658227848101269,3586.75,55.14229117138575,3496.845884410112,3586.75,3676.654115589888,5.013124170342961,0.5736896187291468
35,2017-02-22,3600,3625,3580,3605,26705,0.1388888888888889,3590.0,55.683841409421376,3502.421463816755,3590.0,3677.578536183245,4.8790270854175475,0.5856374213004357
36,2017-02-23,3620,3655,3590,3625,35928,0.5547850208044383,3595.75,57.87458011277101,3515.1103695444976,3595.75,3676.3896304555024,4.4852745855803295,0.681362438262539
37,2017-02-24,3625,3645,3575,3620,11303,-0.1379310344827586,3603.75,57.114430608502296,3551.993357914177,3603.75,3655.506642085823,2.872376945449764,0.6569846820148633
38,2017-02-27,3590,3620,3550,3590,8061,-0.8287292817679558,3603.25,52.6464034449035,3551.1659333384964,3603.25,3655.3340666615036,2.8909493741207846,0.3728017909381743
39,2017-02-28,3590,3590,3530,3530,39421,-1.6713091922005572,3600.75,45.05491692021074,3540.312015255305,3600.75,3661.187984744695,3.3569664511390602,-0.08531071393979853
40,2017-03-02,3560,3615,3535,3570,22067,1.13314447592068,3599.25,50.20954824788264,3537.3407922841848,3599.25,3661.1592077158152,3.4401171197230105,0.2637669655355011
41,2017-03-03,3590,3590,3470,3485,53453,-2.380952380952381,3595.25,41.335267823819485,3516.861544217277,3595.25,3673.638455782723,4.360667869145301,-0.20322854876482374
42,2017-03-06,3485,3535,3430,3515,20537,0.860832137733142,3593.0,45.02821970373399,3508.359584122005,3593.0,3677.640415877995,4.711406394544676,0.039227216744580594
43,2017-03-07,3520,3550,3460,3550,22120,0.995732574679943,3590.0,49.05733495656619,3503.744565388609,3590.0,3676.255434611391,4.805316691442403,0.26813055211991543
44,2017-03-08,3550,3550,3465,3490,26803,-1.6901408450704225,3583.5,43.210426066523574,3488.1532643453384,3583.5,3678.8467356546616,5.32143076068992,0.009684315052747972
45,2017-03-09,3510,3510,3440,3495,14082,0.1432664756446991,3578.25,43.81142517679398,3475.8158748267942,3578.25,3680.6841251732058,5.725375542413513,0.0936412798994834
46,2017-03-10,3505,3515,3450,3515,15642,0.5722460658082975,3573.25,46.26126307064105,3468.7380389620407,3573.25,3677.7619610379593,5.849686478021929,0.22132376322532452
47,2017-03-13,3480,3590,3480,3570,39477,1.5647226173541962,3569.75,52.40669700902627,3469.8262790925,3569.75,3669.6737209075,5.598359599831919,0.501250954216524
48,2017-03-14,3590,3620,3510,3570,29118,0.0,3565.25,52.40669700902627,3474.2843471413526,3565.25,3656.2156528586474,5.1029045850163355,0.5261087556167001
49,2017-03-15,3570,3590,3545,3575,33800,0.1400560224089636,3562.75,52.973696441786345,3475.831935134289,3562.75,3649.668064865711,4.879268254337864,0.5704686650521172
50,2017-03-16,3585,3655,3585,3650,89083,2.097902097902098,3566.25,60.563214946282564,3471.5465153756213,3566.25,3660.9534846243787,5.311096228496527,0.9421695797793325
51,2017-03-17,3655,3685,3600,3680,44611,0.821917808219178,3569.25,63.12669598836959,3464.642399893698,3569.25,3673.857600106302,5.861601182674344,1.0293592429587146
52,2017-03-20,3630,3680,3610,3660,18378,-0.5434782608695652,3572.5,60.312035498317734,3461.077381111374,3572.5,3683.922618888626,6.237795319167303,0.8926491805378487
53,2017-03-21,3635,3730,3635,3730,70947,1.912568306010929,3581.25,66.0223386944564,3450.832401494277,3581.25,3711.667598505723,7.283356286532532,1.0702834652083872
54,2017-03-22,3675,3715,3645,3670,56170,-1.6085790884718498,3584.75,58.28179989440419,3448.864938275026,3584.75,3720.635061724974,7.581285262569167,0.8136842229668431
55,2017-03-23,3665,3705,3645,3700,20054,0.8174386920980926,3589.5,60.75907485620873,3444.7623062226016,3589.5,3734.2376937773984,8.06450445897191,0.8817250265502545
56,2017-03-24,3720,3730,3675,3710,39875,0.2702702702702703,3593.75,61.578088333095195,3440.3591593347246,3593.75,3747.1408406652754,8.536533741371848,0.8789339685988066
57,2017-03-27,3730,3730,3600,3600,38103,-2.964959568733154,3592.75,49.37124754178362,3439.796575716658,3592.75,3745.703424283342,8.514559837636462,0.5237000251350031
58,2017-03-28,3600,3680,3600,3650,15494,1.3888888888888888,3595.75,53.849565027635236,3440.7895211674927,3595.75,3750.7104788325073,8.619090806229982,0.6750446320530455
59,2017-03-29,3700,3700,3610,3615,28432,-0.9589041095890412,3600.0,50.48330139873744,3447.8487594529706,3600.0,3752.1512405470294,8.452846697057188,0.5492930584925582
60,2017-03-30,3620,3640,3580,3620,9891,0.1383125864453665,3602.5,50.9549814097353,3450.760090945065,3602.5,3754.239909054935,8.42414484690827,0.557664460552907
61,2017-03-31,3620,3645,3610,3635,11111,0.4143646408839779,3610.0,52.419290120072965,3467.697505292423,3610.0,3752.302494707577,7.883794720641379,0.5878410461157885
62,2017-04-03,3645,3645,3600,3635,19594,0.0,3616.0,52.41929012007296,3480.2575968976535,3616.0,3751.7424031023465,7.5078762777846535,0.569985500351259
63,2017-04-04,3635,3680,3590,3630,30749,-0.1375515818431912,3620.0,51.82116366000611,3487.5990936586913,3620.0,3752.4009063413087,7.314967201177274,0.5377640919399055
64,2017-04-05,3605,3675,3570,3600,28536,-0.8264462809917356,3625.5,48.26280001829285,3506.718688338611,3625.5,3744.281311661389,6.552547878162396,0.3926598820835843
65,2017-04-06,3595,3595,3525,3535,29629,-1.8055555555555551,3627.5,41.597930156310994,3516.4819834441278,3627.5,3738.5180165558722,6.120910630234169,0.08340095207228207
66,2017-04-07,3540,3550,3400,3520,45050,-0.4243281471004243,3627.75,40.21767706718346,3517.7284112094358,3627.75,3737.7715887905642,6.065555167283536,0.010323377509519548
67,2017-04-10,3520,3535,3460,3470,97089,-1.4204545454545454,3622.75,35.93717800833885,3495.020794255973,3622.75,3750.479205744027,7.051505389222374,-0.09794468739637999
68,2017-04-11,3515,3535,3475,3510,26923,1.1527377521613833,3619.75,41.31809505875945,3484.6028579658455,3619.75,3754.8971420341545,7.467208621266911,0.09396107698576461
69,2017-04-12,3485,3540,3465,3475,14159,-0.9971509971509972,3614.75,38.287680619741614,3466.5786464933253,3614.75,3762.9213535066747,8.198152210065684,0.02841761685836028
70,2017-04-13,3515,3515,3470,3480,4376,0.1438848920863309,3606.25,38.9762493185539,3447.9820310359673,3606.25,3764.5179689640327,8.777426355024343,0.10115113365519
71,2017-04-14,3495,3515,3460,3470,10866,-0.2873563218390804,3595.75,38.06155369970233,3430.726516822605,3595.75,3760.773483177395,9.178807379678513,0.11899361963890104
72,2017-04-17,3470,3520,3470,3510,21274,1.1527377521613833,3588.25,43.748217079457774,3421.95883968172,3588.25,3754.54116031828,9.268649638028574,0.26471990498403514
