날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2023-05-23,5249.74,5330.63,5242.3,5281.6,34273464,522285115815,62702962055495,5289.6485,49.86627819626073,5070.730904793526,5289.6485,5508.5660952064745,8.27720765213319,0.48161751230546623
2023-05-24,5251.86,5288.1,5234.93,5239.41,49260340,495828071149,62202457090585,5272.597,47.5043399213472,5098.370879788402,5272.597,5446.823120211598,6.608740255005184,0.40475882732252133
2023-05-25,5199.92,5214.33,5150.06,5156.92,27495890,369225390583,61222870867041,5260.079,43.196255986344916,5090.443298462893,5260.079,5429.7147015371065,6.449929802845425,0.19593959565924796
2023-05-26,5154.6,5163.89,5091.5,5103.4,23382285,380069164894,60588835687079,5249.4345,40.622223386859254,5068.877649620441,5249.4345,5429.99135037956,6.87909718197491,0.09559966932018144
2023-05-30,5130.06,5153.0,5076.26,5103.02,12402636,355057040025,60584356734400,5232.2735,40.603722780364464,5065.049887041224,5232.2735,5399.497112958777,6.39200580622463,0.11353095500973559
2023-05-31,5114.65,5152.72,5085.42,5087.27,16605563,515829662156,60397754389887,5220.2300000000005,39.79475768162018,5047.746148582,5220.2300000000005,5392.713851418001,6.608285513013797,0.11457261387971134
2023-06-01,5098.09,5121.68,5057.56,5094.4,19778045,371565983348,60488975264009,5203.9545,40.37391147710159,5049.412179909395,5203.9545,5358.496820090605,5.939418574493887,0.1455517817521749
2023-06-02,5126.18,5257.51,5104.53,5247.74,17225156,477875130011,62311968602151,5197.674499999999,51.23796777985058,5062.1358723730855,5197.674499999999,5333.213127626913,5.215356507103849,0.6846908917279726
2023-06-05,5297.53,5373.44,5284.68,5351.51,25431152,583433074565,63543617085787,5197.879,56.953940297291936,5061.427977446166,5197.879,5334.330022553834,5.250257751434162,1.0629529083938818
2023-06-07,5367.17,5389.15,5347.04,5359.9,24208918,487189321471,63642725668511,5203.182,57.388857257195106,5051.095746498946,5203.182,5355.268253501054,5.845894051026997,1.0152273673403165
2023-06-08,5352.25,5430.41,5348.47,5367.58,16015408,560626135202,63734040677965,5207.2625,57.80907647913194,5042.647201576716,5207.2625,5371.877798423284,6.3225273710816,0.9869459325334613
2023-06-09,5414.18,5431.43,5365.59,5409.73,14309151,409008061948,64233923688698,5217.353,60.132825563938496,5030.565808351358,5217.353,5404.140191648642,7.160228247873662,1.014963039762042
2023-06-12,5441.18,5458.78,5411.79,5418.16,39912652,592989349525,64334276622857,5227.9645,60.60021482841374,5021.863475017138,5227.9645,5434.065524982862,7.884560998180548,0.9614132802488851
2023-06-13,5454.07,5454.07,5384.93,5402.69,49319445,652742792675,64149665529125,5239.7055,59.22795164420183,5022.1974347265805,5239.7055,5457.21356527342,8.302301160758732,0.8746631183425753
2023-06-14,5452.7,5630.81,5403.92,5422.0,43364896,1269731243677,64378738637674,5251.139,60.43237690046281,5020.915242937473,5251.139,5481.362757062528,8.76852648777827,0.8710759527601554
2023-06-15,5462.61,5521.08,5350.36,5385.58,72013063,1064488604031,63945733411556,5261.0705,57.011613725504795,5025.700003762716,5261.0705,5496.440996237284,8.947627530833659,0.7644968294464536
2023-06-16,5422.31,5458.22,5367.33,5438.61,63428360,1105208266706,64949843929945,5274.345,60.516214000139165,5030.518385743097,5274.345,5518.171614256904,9.245759018680184,0.8368479698178568
2023-06-19,5437.91,5471.33,5397.23,5448.13,68434958,934520179252,65064154198561,5285.177,61.12886698301473,5030.903478051715,5285.177,5539.450521948284,9.622138367297245,0.8204285659620165
2023-06-20,5423.94,5432.05,5369.69,5372.75,59075010,908198858479,64163896684617,5295.682999999999,53.985880619226016,5045.195929587205,5295.682999999999,5546.170070412793,9.460047756362847,0.6538342874803819
2023-06-21,5369.46,5396.45,5304.2,5306.33,42546711,556942357199,63375364116919,5299.836499999999,48.59731504886184,5051.545501913109,5299.836499999999,5548.12749808689,9.36976067419781,0.5130763903041866
2023-06-22,5292.83,5426.01,5265.38,5398.91,64315803,709798237348,64480068841554,5305.701999999999,55.295366902283845,5053.893737498579,5305.701999999999,5557.51026250142,9.491986640087227,0.6850773264429216
2023-06-23,5418.47,5428.39,5333.96,5341.58,52375325,521857724811,63794983056643,5310.8105000000005,50.87445444857096,5060.447694657466,5310.8105000000005,5561.173305342535,9.428421719906389,0.5614498227040995
2023-06-26,5348.99,5476.91,5335.71,5420.33,63609405,770142099050,64735207945910,5323.981,56.07006976375655,5079.747232891552,5323.981,5568.214767108448,9.174854948146805,0.6972475000912098
2023-06-27,5437.12,5477.89,5393.74,5473.46,62860042,892240838702,65369048439361,5342.4839999999995,59.20488333480813,5112.226996336738,5342.4839999999995,5572.741003663261,8.619848132938216,0.7844126300530384
2023-06-28,5498.78,5500.37,5348.0,5348.24,116932125,1089884348643,63874005844294,5354.745,50.12599316897067,5152.371622057191,5354.745,5557.118377942808,7.558656030970979,0.48392822201683455
2023-06-29,5341.9,5404.78,5302.75,5302.75,65309017,786627313077,63331116390168,5365.519,47.28897538961182,5202.047936273166,5365.519,5528.990063726835,6.09339240907858,0.3080118934538491
2023-06-30,5328.5,5337.49,5283.12,5328.57,45854843,529246948514,63638898467100,5377.227499999999,49.05157948978328,5268.846800265303,5377.227499999999,5485.6081997346955,4.031099659990078,0.2755250698735691
2023-07-03,5356.6,5465.42,5354.45,5450.02,34312123,626904949448,65089339831544,5387.3415,56.43150299994028,5292.243912380848,5387.3415,5482.439087619153,3.5304087412744245,0.8295483175189227
2023-07-04,5446.81,5487.4,5381.89,5416.99,24039117,649819969731,64694693725992,5390.6155,54.13485797103933,5296.171324430607,5390.6155,5485.059675569393,3.5040219644451858,0.639630103397012
