,날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
1295,2022-04-12,4948.04,4955.73,4895.19,4937.49,67560407,606232350796,56822271386405,4925.65,54.221921369660144,4749.675566743408,4925.65,5101.624433256591,7.145226853576341,0.5336412505523914
1296,2022-04-13,4995.83,5041.78,4983.29,5006.22,70793241,684103017342,57611060672395,4938.2805,58.753740571313294,4777.944491259045,4938.2805,5098.6165087409545,6.493596657417684,0.7118660073102051
1297,2022-04-14,5029.66,5075.38,5004.11,5048.74,82199301,758704692652,58098362753086,4952.575,61.305809363114555,4807.057327739959,4952.575,5098.092672260041,5.8764449709511055,0.8304237846388602
1298,2022-04-15,5091.72,5120.39,5009.47,5021.16,54084437,821427527158,57783083607900,4963.4195,58.765896245299565,4832.092099740263,4963.4195,5094.746900259737,5.291811432007198,0.7198341697383852
1299,2022-04-18,5008.5,5045.35,4969.89,5030.19,38624127,359720903821,57883507505890,4974.5005,59.35957787771298,4861.135081026743,4974.5005,5087.865918973257,4.557861396265091,0.7456194336173041
1300,2022-04-19,5053.89,5153.88,5038.1,5153.88,61451456,732291272486,59232875561365,4988.093,66.47901079333862,4858.33192600636,4988.093,5117.85407399364,5.202832986218978,1.1388163834407155
1301,2022-04-20,5152.44,5233.21,5113.53,5231.75,182790810,1629819556729,60152915584325,4995.2525000000005,70.03764541596279,4832.501384258869,4995.2525000000005,5158.003615741132,6.516231791731521,1.22656183929383
1302,2022-04-21,5256.28,5313.01,5238.52,5284.8,84598991,1203214418145,60759525793865,5006.706499999999,72.20270108534864,4801.7688596042335,5006.706499999999,5211.644140395765,8.186525029808152,1.1784832192440586
1303,2022-04-22,5221.35,5255.45,5185.19,5243.33,128210582,887376872559,60280787204180,5018.800499999999,68.0623838823576,4789.438369082568,5018.800499999999,5248.162630917431,9.14011748095711,0.989465063613377
1304,2022-04-25,5177.53,5190.21,5110.54,5114.5,84637868,761259409309,58799809970791,5024.442,57.106797423113115,4791.5199764299105,5024.442,5257.36402357009,9.271557859363867,0.69332220847914
1305,2022-04-26,5135.03,5135.23,5008.49,5033.53,66554440,661944050882,57868347335850,5026.5599999999995,51.49635883878447,4794.116805821323,5026.5599999999995,5259.003194178676,9.248599208153335,0.5149929104713699
1306,2022-04-27,4942.99,4994.54,4914.55,4983.72,65713806,683317539716,57294830403286,5031.529,48.349494431856144,4807.357587647787,5031.529,5255.700412352214,8.910667606296746,0.3933650827767376
1307,2022-04-28,5022.39,5137.43,5009.68,5117.84,162284299,1336234904959,58834151390590,5040.1005000000005,56.12426526040474,4816.494130280829,5040.1005000000005,5263.706869719172,8.873091705975751,0.673831139286491
1308,2022-04-29,5098.33,5117.85,5060.43,5094.03,64497854,1075457461115,58563578771750,5050.112,54.5542912200928,4835.869616275427,5050.112,5264.354383724573,8.484658705572205,0.6024960589881692
1309,2022-05-02,5045.45,5139.92,5045.45,5134.75,35655431,454039675660,59617740282515,5057.906000000001,56.78093248104771,4843.25640895453,5057.906000000001,5272.555591045471,8.487686052112098,0.6789987104697554
1310,2022-05-03,5135.53,5152.6,5078.32,5078.32,38767151,544078458340,58962556676505,5064.7215,52.91193887865007,4856.669553383324,5064.7215,5272.773446616676,8.215730978166366,0.5326805401755133
1311,2022-05-04,5075.17,5148.66,5063.27,5075.72,50316996,478268905645,58931657131035,5070.885499999999,52.733647115053394,4869.300780194681,5070.885499999999,5272.470219805318,7.950671329704403,0.5119912362521073
1312,2022-05-06,5020.45,5021.06,4965.6,4995.44,35314573,440017470730,58001463629480,5074.572,47.420383474211114,4881.518181431215,5074.572,5267.625818568785,7.6086739361973645,0.2950519689622043
