rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 56 기 3분기말,2795349212986,제 55 기말,2643313917487,7,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 56 기 3분기말,1223225122866,제 55 기말,1039149087771,8,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_CurrentDerivativeAsset,파생상품자산,-,제 56 기 3분기말,0,제 55 기말,394066218,9,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 56 기 3분기말,44867218809,제 55 기말,49706128323,10,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 56 기 3분기말,671232356963,제 55 기말,516245342193,11,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정자산,-,제 56 기 3분기말,1380139,제 55 기말,1380139,12,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 56 기 3분기말,21192323014,제 55 기말,13701432397,13,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,기타금융자산,-,제 56 기 3분기말,1800000000,제 55 기말,5800000000,14,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 56 기 3분기말,484131843941,제 55 기말,453300738501,15,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 56 기 3분기말,1572124090120,제 55 기말,1604164829716,16,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_InvestedAssetForPostemploymentBenefit,확정급여자산,-,제 56 기 3분기말,6774614075,제 55 기말,25393357773,17,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,기타금융자산,-,제 56 기 3분기말,123104826341,제 55 기말,44806852805,18,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 56 기 3분기말,37311273289,제 55 기말,35185239263,19,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 56 기 3분기말,329349095434,제 55 기말,337881072255,20,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업및공동기업투자,-,제 56 기 3분기말,100589648481,제 55 기말,161839291262,21,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 56 기 3분기말,16395046075,제 55 기말,16653242440,22,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_NoncurrentReceivables,매출채권및기타채권,-,제 56 기 3분기말,21629707384,제 55 기말,26443038654,23,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 56 기 3분기말,4021630654,제 55 기말,3259996873,24,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 56 기 3분기말,813744010349,제 55 기말,828028699389,25,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 56 기 3분기말,119204238038,제 55 기말,124674039002,26,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 56 기 3분기말,1523562667530,제 55 기말,1539863309487,28,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업 소유주지분,-,제 56 기 3분기말,1289291106043,제 55 기말,1300236293699,29,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 56 기 3분기말,394497885134,제 55 기말,393604687002,30,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 56 기 3분기말,-35701766555,제 55 기말,-35701766555,31,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 56 기 3분기말,15178917486,제 55 기말,10911713403,32,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 56 기 3분기말,58432690000,제 55 기말,58432690000,33,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 56 기 3분기말,856883379978,제 55 기말,872988969849,34,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 56 기 3분기말,234271561487,제 55 기말,239627015788,35,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_EquityAndLiabilities,부채와 자본 총계,-,제 56 기 3분기말,2795349212986,제 55 기말,2643313917487,36,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 56 기 3분기말,791137863487,제 55 기말,868916638866,38,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_CurrentDerivativeLiabilities,파생상품부채,-,제 56 기 3분기말,4710190882,제 55 기말,17058294860,39,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,단기리스부채,-,제 56 기 3분기말,14380952748,제 55 기말,14335407531,40,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입부채,-,제 56 기 3분기말,16646564393,제 55 기말,202813118612,41,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_CurrentProvisions,충당부채,-,제 56 기 3분기말,0,제 55 기말,30669795108,42,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 56 기 3분기말,8421753648,제 55 기말,2041017566,43,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타 유동부채,-,제 56 기 3분기말,75925379772,제 55 기말,29548309272,44,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입부채,-,제 56 기 3분기말,419298467213,제 55 기말,315447000000,45,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 56 기 3분기말,251754554831,제 55 기말,257003695917,46,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 56 기 3분기말,1271786545456,제 55 기말,1103450608000,47,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 56 기 3분기말,480648681969,제 55 기말,234533969134,48,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,매입채무및기타채무,-,제 56 기 3분기말,1783862917,제 55 기말,21011878024,49,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,dart_PostemploymentBenefitObligations,확정급여부채,-,제 56 기 3분기말,1096370551,제 55 기말,1356437365,50,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 56 기 3분기말,2261763429,제 55 기말,2213055541,51,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,장기리스부채,-,제 56 기 3분기말,103012467570,제 55 기말,106535627146,52,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_NoncurrentProvisions,충당부채,-,제 56 기 3분기말,1457254947,제 55 기말,2642059275,53,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,장기차입부채,-,제 56 기 3분기말,339440455525,제 55 기말,84890697754,54,KRW,,,,,연결
20241114002703,11014,2024,00129679,BS,재무상태표,ifrs-full_OtherNoncurrentLiabilities,기타비유동부채,-,제 56 기 3분기말,31596507030,제 55 기말,15884214029,55,KRW,,,,,연결
20241114002703,11014,2024,00129679,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 56 기 3분기,39574371979,,,6,KRW,42208660457,제 55 기 3분기,32754430038,42842526005,연결
20241114002703,11014,2024,00129679,CIS,포괄손익계산서,dart_OtherGains,기타수익,-,제 56 기 3분기,2123399693,,,7,KRW,9766533961,제 55 기 3분기,3283040137,12254906938,연결
20241114002703,11014,2024,00129679,CIS,포괄손익계산서,dart_OtherLosses,기타비용,-,제 56 기 3분기,5255097437,,,8,KRW,16435430209,제 55 기 3분기,4252374343,11465482070,연결
20241114002703,11014,2024,00129679,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 56 기 3분기,105911566753,,,9,KRW,318193522132,제 55 기 3분기,108098297265,338260678865,연결
