rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount
20210817000333,11012,2021,00173740,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 54 기 반기말,30433806152,제 53 기말,24265069216,1,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 54 기 반기말,640443347,제 53 기말,565485520,2,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융자산,-,제 54 기 반기말,4345423453,제 53 기말,4353749135,3,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 54 기 반기말,362137207,제 53 기말,361105559,4,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,dart_ShortTermOtherReceivables,기타채권,-,제 54 기 반기말,5349541230,제 53 기말,74995061,5,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 54 기 반기말,417798869,제 53 기말,390029201,6,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 54 기 반기말,85266636,제 53 기말,25519200,7,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 54 기 반기말,19233195410,제 53 기말,18494185540,8,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 54 기 반기말,77241986005,제 53 기말,89485786258,9,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융자산,-,제 54 기 반기말,3504500000,제 53 기말,3004500000,10,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,dart_NonCurrentFairValueFinancialAsset,당기손익-공정가치측정금융자산,-,제 54 기 반기말,1386332000,제 53 기말,1743429000,11,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,-표준계정코드 미사용-,종속기업투자주식,-,제 54 기 반기말,0,제 53 기말,,12,KRW,,연결,,,,,
20210817000333,11012,2021,00173740,BS,재무상태표,dart_LongTermTradeReceivablesGross,장기매출채권,-,제 54 기 반기말,53037431556,제 53 기말,53037431556,13,KRW,,연결,,,,,
